층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
합창석,G블록,1,27,합창석 G블록1열 27,638,-995,300,합창석 G블록1열 2,58.072265276353654,60.10978063086581,1783.2354956817626
합창석,G블록,1,28,합창석 G블록1열 28,688,-995,300,합창석 G블록1열 1,51.79765564664938,58.959009080254475,1772.992280951253
합창석,H블록,1,1,합창석 H블록1열 1,820,-900,300,합창석 F블록1열 16,36.45395479335727,57.88207659675173,1760.8989385667705
합창석,H블록,1,2,합창석 H블록1열 2,836,-851,300,합창석 F블록1열 15,34.48515822127824,58.570416113868745,1763.0767645295705
합창석,H블록,1,3,합창석 H블록1열 3,852,-802,300,합창석 F블록1열 14,32.910118233338075,59.222768505715315,1766.4410576344276
합창석,H블록,1,4,합창석 H블록1열 4,868,-753,300,합창석 F블록1열 13,31.783874224657115,59.83146732031466,1771.1654586035552
합창석,H블록,1,5,합창석 H블록1열 5,884,-704,300,합창석 F블록1열 12,31.080097845795024,60.387744091275756,1777.2137439248522
합창석,H블록,1,6,합창석 H블록1열 6,900,-655,300,합창석 F블록1열 11,30.714180926002708,60.881558982046414,1784.360792723207
합창석,H블록,1,7,합창석 H블록1열 7,916,-606,300,합창석 F블록1열 10,30.579141824500095,61.30140474963668,1792.27370347267
합창석,H블록,1,8,합창석 H블록1열 8,932,-557,300,합창석 F블록1열 9,30.57512372892922,61.634083213060215,1800.6084631036365
합창석,H블록,1,9,합창석 H블록1열 9,948,-508,300,합창석 F블록1열 8,30.624312227046936,61.864456913183204,1809.085753639012
합창석,H블록,1,10,합창석 H블록1열 10,964,-459,300,합창석 F블록1열 7,30.673635272760734,61.97518547632988,1817.5343695382928
합창석,H블록,1,11,합창석 H블록1열 11,980,-410,300,합창석 F블록1열 6,30.691052355523997,61.94646871458406,1825.906745000367
합창석,H블록,1,12,합창석 H블록1열 12,996,-361,300,합창석 F블록1열 5,30.659973885354546,61.75584050105587,1834.2741200673245
합창석,H블록,1,13,합창석 H블록1열 13,1012,-312,300,합창석 F블록1열 4,30.574118492446082,61.378094718046434,1842.8056020097952
합창석,H블록,1,14,합창석 H블록1열 14,1028,-263,300,합창석 F블록1열 3,30.433562707848804,60.7854851641268,1851.7312202066635
합창석,H블록,1,15,합창석 H블록1열 15,1044,-214,300,합창석 F블록1열 2,30.241989991510305,59.94843473155907,1861.2860604572788
합창석,H블록,1,16,합창석 H블록1열 16,1060,-165,300,합창석 F블록1열 1,30.004893418534134,58.837121915835866,1871.6313151251823
합창석,F블록,2,1,합창석 F블록2열 1,-1198,-65,350,합창석 H블록2열 20,25.826716339895032,45.62122785469863,1787.7755680534442
합창석,F블록,2,2,합창석 F블록2열 2,-1182,-114,350,합창석 H블록2열 19,25.894618005380224,47.95466314743296,1778.453815323975
합창석,F블록,2,3,합창석 F블록2열 3,-1166,-163,350,합창석 H블록2열 18,25.908321038303214,49.974141826155076,1768.341796577018
합창석,F블록,2,4,합창석 F블록2열 4,-1150,-212,350,합창석 H블록2열 17,25.859379391710583,51.68126741120915,1758.1228332170165
합창석,F블록,2,5,합창석 F블록2열 5,-1134,-261,350,합창석 H블록2열 16,25.739079273070335,53.09153459946294,1748.1838589374954
합창석,F블록,2,6,합창석 F블록2열 6,-1118,-310,350,합창석 H블록2열 15,25.53904820859135,54.22796370795371,1738.6873611123826
합창석,F블록,2,7,합창석 F블록2열 7,-1102,-359,350,합창석 H블록2열 14,25.252326719398447,55.1167847999917,1729.6519819767946
합창석,F블록,2,8,합창석 F블록2열 8,-1086,-408,350,합창석 H블록2열 13,24.87516201425141,55.78473312561529,1721.0265813515045
합창석,F블록,2,9,합창석 F블록2열 9,-1070,-457,350,합창석 H블록2열 12,24.409886323593117,56.25748803407491,1712.7525645012754
합창석,F블록,2,10,합창석 F블록2열 10,-1054,-506,350,합창석 H블록2열 11,23.869325063199,56.558867030989894,1704.814487446034
합창석,F블록,2,11,합창석 F블록2열 11,-1038,-555,350,합창석 H블록2열 10,23.28311513886713,56.71049009028823,1697.280383372615
합창석,F블록,2,12,합창석 F블록2열 12,-1022,-604,350,합창석 H블록2열 9,22.705781072859136,56.73172046949496,1690.3312514953057
합창석,F블록,2,13,합창석 F블록2열 13,-1006,-653,350,합창석 H블록2열 8,22.22479743461094,56.639757124788474,1684.272990124633
합창석,F블록,2,14,합창석 F블록2열 14,-990,-702,350,합창석 H블록2열 7,21.963513846690734,56.4498016283524,1679.513780262266
합창석,F블록,2,15,합창석 F블록2열 15,-974,-751,350,합창석 H블록2열 6,22.069729040876116,56.17525394546275,1676.48295516058
합창석,F블록,2,16,합창석 F블록2열 16,-958,-800,350,합창석 H블록2열 5,22.681725384502844,55.82791133763572,1675.4861037801506
합창석,F블록,2,17,합창석 F블록2열 17,-942,-849,350,합창석 H블록2열 4,23.878195685227652,55.41815686351653,1676.5522126267754
합창석,F블록,2,18,합창석 F블록2열 18,-926,-898,350,합창석 H블록2열 3,25.639992460907035,54.955131204515205,1679.3793647960993
합창석,F블록,2,19,합창석 F블록2열 19,-910,-947,350,합창석 H블록2열 2,27.85100118750252,54.446885703851066,1683.4287683898076
합창석,F블록,2,20,합창석 F블록2열 20,-894,-996,350,합창석 H블록2열 1,30.3354100752515,53.90051678032264,1688.09345319213
합창석,G블록,2,1,합창석 G블록2열 1,-50,-1095,350,합창석 G블록2열 17,107.07028209714692,64.44297034627715,1834.6223497582137
합창석,G블록,2,2,합창석 G블록2열 2,-100,-1095,350,합창석 G블록2열 18,106.15749169620682,64.30914848256813,1828.4058476001514
합창석,G블록,2,3,합창석 G블록2열 3,-150,-1095,350,합창석 G블록2열 19,104.61745516529481,64.0867790394023,1818.4035944648738
합창석,G블록,2,4,합창석 G블록2열 4,-200,-1095,350,합창석 G블록2열 20,102.42504261207772,63.77686583541645,1805.164167305604
합창석,G블록,2,5,합창석 G블록2열 5,-250,-1095,350,합창석 G블록2열 21,99.55182044391827,63.38082031136979,1789.4712252755598
합창석,G블록,2,6,합창석 G블록2열 6,-300,-1095,350,합창석 G블록2열 22,95.97458931911919,62.900466356575436,1772.339846238226
합창석,G블록,2,7,합창석 G블록2열 7,-350,-1095,350,합창석 G블록2열 23,91.68816310172944,62.33804476396532,1754.9714445791926
합창석,G블록,2,8,합창석 G블록2열 8,-400,-1095,350,합창석 G블록2열 24,86.72182535993761,61.696216111491246,1738.6293070408492
합창석,G블록,2,9,합창석 G블록2열 9,-450,-1095,350,합창석 G블록2열 25,81.15602873558247,60.978060727841964,1724.4220687856027
합창석,G블록,2,10,합창석 G블록2열 10,-500,-1095,350,합창석 G블록2열 26,75.13221635066688,60.18707434121089,1713.0644095613375
합창석,G블록,2,11,합창석 G블록2열 11,-550,-1095,350,합창석 G블록2열 27,68.84717992222754,59.32715804547501,1704.7557180116619
합창석,G블록,2,12,합창석 G블록2열 12,-600,-1095,350,합창석 G블록2열 28,62.528091394301114,58.40260135908135,1699.255844047024
합창석,G블록,2,13,합창석 G블록2열 13,-650,-1095,350,합창석 G블록2열 29,56.39487416055321,57.418057402112915,1696.0834021433836
합창석,G블록,2,14,합창석 G블록2열 14,-700,-1095,350,합창석 G블록2열 30,50.62504925826098,56.37850957141649,1694.7023732627324
합창석,G블록,2,15,합창석 G블록2열 15,-750,-1095,350,합창석 G블록2열 31,45.334424407486814,55.28922953664653,1694.6295754860619
합창석,G블록,2,16,합창석 G블록2열 16,0,-1095,350,합창석 G블록2열 16,107.37259640840836,64.48764423439725,1836.730036989667
합창석,G블록,2,17,합창석 G블록2열 17,50,-1095,350,합창석 G블록2열 1,107.07028209714692,64.44297034627715,1834.6223497582137
합창석,G블록,2,18,합창석 G블록2열 18,100,-1095,350,합창석 G블록2열 2,106.15749169620682,64.30914848256813,1828.4058476001514
합창석,G블록,2,19,합창석 G블록2열 19,150,-1095,350,합창석 G블록2열 3,104.61745516529481,64.0867790394023,1818.4035944648738
합창석,G블록,2,20,합창석 G블록2열 20,200,-1095,350,합창석 G블록2열 4,102.42504261207772,63.77686583541645,1805.164167305604
합창석,G블록,2,21,합창석 G블록2열 21,250,-1095,350,합창석 G블록2열 5,99.55182044391827,63.38082031136979,1789.4712252755594
합창석,G블록,2,22,합창석 G블록2열 22,300,-1095,350,합창석 G블록2열 6,95.97458931911919,62.900466356575436,1772.339846238226
합창석,G블록,2,23,합창석 G블록2열 23,350,-1095,350,합창석 G블록2열 7,91.68816310172944,62.33804476396532,1754.9714445791926
합창석,G블록,2,24,합창석 G블록2열 24,400,-1095,350,합창석 G블록2열 8,86.72182535993761,61.696216111491246,1738.6293070408492
합창석,G블록,2,25,합창석 G블록2열 25,450,-1095,350,합창석 G블록2열 9,81.15602873558247,60.978060727841964,1724.4220687856027
합창석,G블록,2,26,합창석 G블록2열 26,500,-1095,350,합창석 G블록2열 10,75.13221635066688,60.18707434121089,1713.064409561337
합창석,G블록,2,27,합창석 G블록2열 27,550,-1095,350,합창석 G블록2열 11,68.84717992222754,59.32715804547501,1704.7557180116619
합창석,G블록,2,28,합창석 G블록2열 28,600,-1095,350,합창석 G블록2열 12,62.528091394301114,58.40260135908135,1699.255844047024
합창석,G블록,2,29,합창석 G블록2열 29,650,-1095,350,합창석 G블록2열 13,56.39487416055321,57.418057402112915,1696.0834021433836
합창석,G블록,2,30,합창석 G블록2열 30,700,-1095,350,합창석 G블록2열 14,50.62504925826098,56.37850957141649,1694.7023732627324
합창석,G블록,2,31,합창석 G블록2열 31,750,-1095,350,합창석 G블록2열 15,45.334424407486814,55.28922953664653,1694.6295754860619
합창석,H블록,2,1,합창석 H블록2열 1,894,-996,350,합창석 F블록2열 20,30.3354100752515,53.90051678032264,1688.0934531921303
합창석,H블록,2,2,합창석 H블록2열 2,910,-947,350,합창석 F블록2열 19,27.85100118750252,54.446885703851066,1683.4287683898076
합창석,H블록,2,3,합창석 H블록2열 3,926,-898,350,합창석 F블록2열 18,25.639992460907035,54.955131204515205,1679.3793647960993
합창석,H블록,2,4,합창석 H블록2열 4,942,-849,350,합창석 F블록2열 17,23.878195685227652,55.41815686351653,1676.5522126267754
합창석,H블록,2,5,합창석 H블록2열 5,958,-800,350,합창석 F블록2열 16,22.681725384502844,55.82791133763572,1675.4861037801506
합창석,H블록,2,6,합창석 H블록2열 6,974,-751,350,합창석 F블록2열 15,22.069729040876116,56.17525394546275,1676.4829551605799
합창석,H블록,2,7,합창석 H블록2열 7,990,-702,350,합창석 F블록2열 14,21.963513846690734,56.4498016283524,1679.513780262266
합창석,H블록,2,8,합창석 H블록2열 8,1006,-653,350,합창석 F블록2열 13,22.22479743461094,56.639757124788474,1684.2729901246335
합창석,H블록,2,9,합창석 H블록2열 9,1022,-604,350,합창석 F블록2열 12,22.705781072859136,56.73172046949496,1690.3312514953057
합창석,H블록,2,10,합창석 H블록2열 10,1038,-555,350,합창석 F블록2열 11,23.28311513886713,56.71049009028823,1697.280383372615
합창석,H블록,2,11,합창석 H블록2열 11,1054,-506,350,합창석 F블록2열 10,23.869325063199,56.558867030989894,1704.814487446034
합창석,H블록,2,12,합창석 H블록2열 12,1070,-457,350,합창석 F블록2열 9,24.409886323593117,56.25748803407491,1712.7525645012754
합창석,H블록,2,13,합창석 H블록2열 13,1086,-408,350,합창석 F블록2열 8,24.87516201425141,55.78473312561529,1721.0265813515045
합창석,H블록,2,14,합창석 H블록2열 14,1102,-359,350,합창석 F블록2열 7,25.252326719398447,55.1167847999917,1729.6519819767946
합창석,H블록,2,15,합창석 H블록2열 15,1118,-310,350,합창석 F블록2열 6,25.53904820859135,54.22796370795371,1738.6873611123822
합창석,H블록,2,16,합창석 H블록2열 16,1134,-261,350,합창석 F블록2열 5,25.739079273070335,53.09153459946294,1748.1838589374954
합창석,H블록,2,17,합창석 H블록2열 17,1150,-212,350,합창석 F블록2열 4,25.859379391710583,51.68126741120915,1758.1228332170167
합창석,H블록,2,18,합창석 H블록2열 18,1166,-163,350,합창석 F블록2열 3,25.908321038303214,49.974141826155076,1768.3417965770182
합창석,H블록,2,19,합창석 H블록2열 19,1182,-114,350,합창석 F블록2열 2,25.894618005380224,47.95466314743296,1778.453815323975
합창석,H블록,2,20,합창석 H블록2열 20,1198,-65,350,합창석 F블록2열 1,25.826716339895032,45.62122785469863,1787.7755680534442
합창석,F블록,3,1,합창석 F블록3열 1,-1354,91,400,합창석 H블록3열 24,22.68040479051191,27.263037517366246,1701.296037307001
합창석,F블록,3,2,합창석 F블록3열 2,-1337,40,400,합창석 H블록3열 23,22.731913625704095,30.499788980175346,1709.4736338246198
합창석,F블록,3,3,합창석 F블록3열 3,-1320,-12,400,합창석 H블록3열 22,22.729942629799826,33.73128010192534,1712.4821025444944
합창석,F블록,3,4,합창석 F블록3열 4,-1303,-64,400,합창석 H블록3열 21,22.672626057043985,36.78699226246739,1711.0391610126233
합창석,F블록,3,5,합창석 F블록3열 5,-1286,-116,400,합창석 H블록3열 20,22.55077979861242,39.585726632172374,1706.2330098413565
합창석,F블록,3,6,합창석 F블록3열 6,-1269,-168,400,합창석 H블록3열 19,22.354254258352054,42.08338139633261,1699.140802590271
합창석,F블록,3,7,합창석 F블록3열 7,-1252,-219,400,합창석 H블록3열 18,22.088254630569313,44.246460599730796,1690.826988914871
합창석,F블록,3,8,합창석 F블록3열 8,-1235,-271,400,합창석 H블록3열 17,21.711425178117796,46.11774175205915,1681.6372231995458
합창석,F블록,3,9,합창석 F블록3열 9,-1219,-323,400,합창석 H블록3열 16,21.194610047675354,47.62724995359581,1672.2465560609344
합창석,F블록,3,10,합창석 F블록3열 10,-1202,-375,400,합창석 H블록3열 15,20.591909553537214,48.92374505578053,1662.7843500361596
합창석,F블록,3,11,합창석 F블록3열 11,-1185,-427,400,합창석 H블록3열 14,19.86689204438578,49.96778970852906,1653.4657538733757
합창석,F블록,3,12,합창석 F블록3열 12,-1168,-478,400,합창석 H블록3열 13,19.05072392697273,50.78893052931311,1644.5459353135557
합창석,F블록,3,13,합창석 F블록3열 13,-1151,-530,400,합창석 H블록3열 12,18.105868076232273,51.4073034523439,1635.8638795038264
합창석,F블록,3,14,합창석 F블록3열 14,-1134,-582,400,합창석 H블록3열 11,17.100095768542804,51.84707282001439,1627.790374366866
합창석,F블록,3,15,합창석 F블록3열 15,-1117,-634,400,합창석 H블록3열 10,16.114147105551474,52.12983162922868,1620.704519240706
합창석,F블록,3,16,합창석 F블록3열 16,-1100,-686,400,합창석 H블록3열 9,15.28357727397543,52.27510681636134,1615.1929735021129
합창석,F블록,3,17,합창석 F블록3열 17,-1083,-737,400,합창석 H블록3열 8,14.818665231398853,52.313929659402554,1612.0291627018912
합창석,F블록,3,18,합창석 F블록3열 18,-1066,-789,400,합창석 H블록3열 7,14.897379186793808,52.23586638644206,1611.8563214466067
합창석,F블록,3,19,합창석 F블록3열 19,-1050,-841,400,합창석 H블록3열 6,15.670476415924444,52.03206966473102,1615.1037871545172
합창석,F블록,3,20,합창석 F블록3열 20,-1033,-893,400,합창석 H블록3열 5,17.224433030295835,51.7868796636378,1621.202808953865
합창석,F블록,3,21,합창석 F블록3열 21,-1016,-945,400,합창석 H블록3열 4,19.392357083915105,51.473868327279014,1629.2764903907691
합창석,F블록,3,22,합창석 F블록3열 22,-999,-996,400,합창석 H블록3열 3,21.92733652866878,51.11963534652925,1638.0780551733665
합창석,F블록,3,23,합창석 F블록3열 23,-982,-1048,400,합창석 H블록3열 2,24.68224553846476,50.69889787622412,1647.1688708889483
합창석,F블록,3,24,합창석 F블록3열 24,-965,-1100,400,합창석 H블록3열 1,27.439051276644037,50.23578041958357,1655.7721151191342
합창석,G블록,3,1,합창석 G블록3열 1,-825,-1195,400,합창석 G블록3열 34,39.66749526389753,51.65506380880148,1657.3232658519394
합창석,G블록,3,2,합창석 G블록3열 2,-775,-1195,400,합창석 G블록3열 33,43.810465214866525,52.68554723993204,1651.7029014137277
합창석,G블록,3,3,합창석 G블록3열 3,-725,-1195,400,합창석 G블록3열 32,48.35845155534159,53.67799513484291,1646.1773665679666
합창석,G블록,3,4,합창석 G블록3열 4,-675,-1195,400,합창석 G블록3열 31,53.27385363419131,54.62767036337932,1640.9965940288766
합창석,G블록,3,5,합창석 G블록3열 5,-625,-1195,400,합창석 G블록3열 30,58.48116161400179,55.52999865336297,1636.5261090208326
합창석,G블록,3,6,합창석 G블록3열 6,-575,-1195,400,합창석 G블록3열 29,63.86571613294449,56.380611720939704,1633.2872801803553
합창석,G블록,3,7,합창석 G블록3열 7,-525,-1195,400,합창석 G블록3열 28,69.28142058585426,57.175385246505435,1631.9745181673154
합창석,G블록,3,8,합창석 G블록3열 8,-475,-1195,400,합창석 G블록3열 27,74.56734714055294,57.91047121271718,1633.3834637057462
합창석,G블록,3,9,합창석 G블록3열 9,-425,-1195,400,합창석 G블록3열 26,79.56880913958109,58.58232444154901,1638.164288333374
합창석,G블록,3,10,합창석 G블록3열 10,-375,-1195,400,합창석 G블록3열 25,84.15594936036422,59.18772346821073,1646.432184465211
합창석,G블록,3,11,합창석 G블록3열 11,-325,-1195,400,합창석 G블록3열 24,88.23429561258975,59.72378615111261,1657.5233073891804
합창석,G블록,3,12,합창석 G블록3열 12,-275,-1195,400,합창석 G블록3열 23,91.74588568037282,60.18798062428596,1670.1693252861114
합창석,G블록,3,13,합창석 G블록3열 13,-225,-1195,400,합창석 G블록3열 22,94.66334303261037,60.57813234291943,1682.931155966652
합창석,G블록,3,14,합창석 G블록3열 14,-175,-1195,400,합창석 G블록3열 21,96.98071377111052,60.89242805072108,1694.53790704308
합창석,G블록,3,15,합창석 G블록3열 15,-125,-1195,400,합창석 G블록3열 20,98.70422067793862,61.1294175112951,1704.0148731531629
합창석,G블록,3,16,합창석 G블록3열 16,-75,-1195,400,합창석 G블록3열 19,99.84466408820558,61.28801380003109,1710.6826225145062
합창석,G블록,3,17,합창석 G블록3열 17,-25,-1195,400,합창석 G블록3열 18,100.41200263057193,61.367492856156005,1714.1177297908694
합창석,G블록,3,18,합창석 G블록3열 18,25,-1195,400,합창석 G블록3열 17,100.41200263057193,61.367492856156005,1714.1177297908694
합창석,G블록,3,19,합창석 G블록3열 19,75,-1195,400,합창석 G블록3열 16,99.84466408820558,61.28801380003109,1710.6826225145062
합창석,G블록,3,20,합창석 G블록3열 20,125,-1195,400,합창석 G블록3열 15,98.70422067793862,61.1294175112951,1704.0148731531629
합창석,G블록,3,21,합창석 G블록3열 21,175,-1195,400,합창석 G블록3열 14,96.98071377111052,60.89242805072108,1694.53790704308
합창석,G블록,3,22,합창석 G블록3열 22,225,-1195,400,합창석 G블록3열 13,94.66334303261037,60.57813234291943,1682.931155966652
합창석,G블록,3,23,합창석 G블록3열 23,275,-1195,400,합창석 G블록3열 12,91.74588568037282,60.18798062428596,1670.1693252861114
합창석,G블록,3,24,합창석 G블록3열 24,325,-1195,400,합창석 G블록3열 11,88.23429561258975,59.72378615111261,1657.5233073891804
합창석,G블록,3,25,합창석 G블록3열 25,375,-1195,400,합창석 G블록3열 10,84.15594936036422,59.18772346821073,1646.432184465211
합창석,G블록,3,26,합창석 G블록3열 26,425,-1195,400,합창석 G블록3열 9,79.56880913958109,58.58232444154901,1638.164288333374
합창석,G블록,3,27,합창석 G블록3열 27,475,-1195,400,합창석 G블록3열 8,74.56734714055294,57.91047121271718,1633.3834637057462
합창석,G블록,3,28,합창석 G블록3열 28,525,-1195,400,합창석 G블록3열 7,69.28142058585426,57.175385246505435,1631.9745181673154
합창석,G블록,3,29,합창석 G블록3열 29,575,-1195,400,합창석 G블록3열 6,63.86571613294449,56.380611720939704,1633.2872801803558
합창석,G블록,3,30,합창석 G블록3열 30,625,-1195,400,합창석 G블록3열 5,58.48116161400179,55.52999865336297,1636.5261090208326
합창석,G블록,3,31,합창석 G블록3열 31,675,-1195,400,합창석 G블록3열 4,53.27385363419131,54.62767036337932,1640.9965940288766
합창석,G블록,3,32,합창석 G블록3열 32,725,-1195,400,합창석 G블록3열 3,48.35845155534159,53.67799513484291,1646.1773665679668
합창석,G블록,3,33,합창석 G블록3열 33,775,-1195,400,합창석 G블록3열 2,43.810465214866525,52.68554723993204,1651.7029014137277
합창석,G블록,3,34,합창석 G블록3열 34,825,-1195,400,합창석 G블록3열 1,39.66749526389753,51.65506380880148,1657.3232658519394
합창석,H블록,3,1,합창석 H블록3열 1,965,-1100,400,합창석 F블록3열 24,27.439051276644037,50.23578041958357,1655.7721151191342
합창석,H블록,3,2,합창석 H블록3열 2,982,-1048,400,합창석 F블록3열 23,24.68224553846476,50.69889787622412,1647.1688708889483
합창석,H블록,3,3,합창석 H블록3열 3,999,-996,400,합창석 F블록3열 22,21.92733652866878,51.11963534652925,1638.0780551733665
합창석,H블록,3,4,합창석 H블록3열 4,1016,-945,400,합창석 F블록3열 21,19.392357083915105,51.473868327279014,1629.2764903907691
합창석,H블록,3,5,합창석 H블록3열 5,1033,-893,400,합창석 F블록3열 20,17.224433030295835,51.7868796636378,1621.202808953865
합창석,H블록,3,6,합창석 H블록3열 6,1050,-841,400,합창석 F블록3열 19,15.670476415924444,52.03206966473102,1615.103787154517
합창석,H블록,3,7,합창석 H블록3열 7,1066,-789,400,합창석 F블록3열 18,14.897379186793808,52.23586638644206,1611.8563214466067
합창석,H블록,3,8,합창석 H블록3열 8,1083,-737,400,합창석 F블록3열 17,14.818665231398853,52.313929659402554,1612.0291627018912
합창석,H블록,3,9,합창석 H블록3열 9,1100,-686,400,합창석 F블록3열 16,15.28357727397543,52.27510681636134,1615.1929735021129
합창석,H블록,3,10,합창석 H블록3열 10,1117,-634,400,합창석 F블록3열 15,16.114147105551474,52.12983162922868,1620.704519240706
합창석,H블록,3,11,합창석 H블록3열 11,1134,-582,400,합창석 F블록3열 14,17.100095768542804,51.84707282001439,1627.790374366866
합창석,H블록,3,12,합창석 H블록3열 12,1151,-530,400,합창석 F블록3열 13,18.105868076232273,51.4073034523439,1635.8638795038264
합창석,H블록,3,13,합창석 H블록3열 13,1168,-478,400,합창석 F블록3열 12,19.05072392697273,50.78893052931311,1644.5459353135557
합창석,H블록,3,14,합창석 H블록3열 14,1185,-427,400,합창석 F블록3열 11,19.86689204438578,49.96778970852906,1653.465753873376
합창석,H블록,3,15,합창석 H블록3열 15,1202,-375,400,합창석 F블록3열 10,20.591909553537214,48.92374505578053,1662.7843500361596
합창석,H블록,3,16,합창석 H블록3열 16,1219,-323,400,합창석 F블록3열 9,21.194610047675354,47.62724995359581,1672.2465560609342
합창석,H블록,3,17,합창석 H블록3열 17,1235,-271,400,합창석 F블록3열 8,21.711425178117796,46.11774175205915,1681.6372231995458
합창석,H블록,3,18,합창석 H블록3열 18,1252,-219,400,합창석 F블록3열 7,22.088254630569313,44.246460599730796,1690.8269889148708
합창석,H블록,3,19,합창석 H블록3열 19,1269,-168,400,합창석 F블록3열 6,22.354254258352054,42.08338139633261,1699.140802590271
합창석,H블록,3,20,합창석 H블록3열 20,1286,-116,400,합창석 F블록3열 5,22.55077979861242,39.585726632172374,1706.2330098413565
합창석,H블록,3,21,합창석 H블록3열 21,1303,-64,400,합창석 F블록3열 4,22.672626057043985,36.78699226246739,1711.0391610126233
합창석,H블록,3,22,합창석 H블록3열 22,1320,-12,400,합창석 F블록3열 3,22.729942629799826,33.73128010192534,1712.4821025444944
합창석,H블록,3,23,합창석 H블록3열 23,1337,40,400,합창석 F블록3열 2,22.731913625704095,30.499788980175346,1709.4736338246198
합창석,H블록,3,24,합창석 H블록3열 24,1354,91,400,합창석 F블록3열 1,22.68040479051191,27.263037517366246,1701.2960373070014
합창석,F블록,4,1,합창석 F블록4열 1,-1451,65,450,합창석 H블록4열 12,20.270159036203342,21.867571496464713,1629.1336540694244
합창석,F블록,4,2,합창석 F블록4열 2,-1435,19,450,합창석 H블록4열 11,20.20334709698794,24.70964150209734,1639.725658280968
합창석,F블록,4,3,합창석 F블록4열 3,-1420,-28,450,합창석 H블록4열 10,20.061320968016865,27.511606015294223,1646.4863587888224
합창석,F블록,4,4,합창석 F블록4열 4,-1405,-74,450,합창석 H블록4열 9,19.879217880701724,30.16111647755141,1649.7752252712455
합창석,F블록,4,5,합창석 F블록4열 5,-1390,-121,450,합창석 H블록4열 8,19.6277601528959,32.69234475011082,1650.093642324782
합창석,F블록,4,6,합창석 F블록4열 6,-1375,-168,450,합창석 H블록4열 7,19.31041146027439,35.03079679288014,1647.9416880318577
합창석,F블록,4,7,합창석 F블록4열 7,-1359,-214,450,합창석 H블록4열 6,18.961423681856935,37.189460166327606,1643.9689416484484
합창석,F블록,4,8,합창석 F블록4열 8,-1344,-261,450,합창석 H블록4열 5,18.49146858915664,39.103516352104904,1638.4374432881814
합창석,F블록,4,9,합창석 F블록4열 9,-1329,-307,450,합창석 H블록4열 4,17.953278971833633,40.78343822460662,1632.0055867706142
합창석,F블록,4,10,합창석 F블록4열 10,-1314,-354,450,합창석 H블록4열 3,17.299665501103462,42.272353069906366,1624.7428748056388
합창석,F블록,4,11,합창석 F블록4열 11,-1299,-401,450,합창석 H블록4열 2,16.54384548601136,43.5601764667578,1617.0161258023306
합창석,F블록,4,12,합창석 F블록4열 12,-1283,-447,450,합창석 H블록4열 1,15.736078410692457,44.7056621009445,1609.0491261779664
합창석,G블록,4,1,합창석 G블록4열 1,-900,-1295,450,합창석 G블록4열 37,35.6945706985479,48.355485219495016,1644.7511623864393
합창석,G블록,4,2,합창석 G블록4열 2,-850,-1295,450,합창석 G블록4열 36,38.938920012360484,49.32071560128089,1636.793061046561
합창석,G블록,4,3,합창석 G블록4열 3,-800,-1295,450,합창석 G블록4열 35,42.4798753543631,50.257140908558874,1628.346062535329
합창석,G블록,4,4,합창석 G블록4열 4,-750,-1295,450,합창석 G블록4열 34,46.30711229238491,51.16063252574757,1619.470583078162
합창석,G블록,4,5,합창석 G블록4열 5,-700,-1295,450,합창석 G블록4열 33,50.391996116991336,52.027134848180566,1610.2677197443154
합창석,G블록,4,6,합창석 G블록4열 6,-650,-1295,450,합창석 G블록4열 32,54.68432472807323,52.85270361816762,1600.9072564151704
합창석,G블록,4,7,합창석 G블록4열 7,-600,-1295,450,합창석 G블록4열 31,59.11161581423436,53.633541844640455,1591.6747976306403
합창석,G블록,4,8,합창석 G블록4열 8,-550,-1295,450,합창석 G블록4열 30,63.58211595293358,54.366032643092204,1583.0472466913113
합창석,G블록,4,9,합창석 G블록4열 9,-500,-1295,450,합창석 G블록4열 29,67.99175910916873,55.04676851484896,1575.794844896636
합창석,G블록,4,10,합창석 G블록4열 10,-450,-1295,450,합창석 G블록4열 28,72.23388124814609,55.67257677990707,1571.045609018847
합창석,G블록,4,11,합창석 G블록4열 11,-400,-1295,450,합창석 G블록4열 27,76.20933024257793,56.24054107137177,1570.0873657631173
합창석,G블록,4,12,합창석 G블록4열 12,-350,-1295,450,합창석 G블록4열 26,79.83442819563308,56.748018978823026,1573.6482374848222
합창석,G블록,4,13,합창석 G블록4열 13,-300,-1295,450,합창석 G블록4열 25,83.0451696387509,57.19265608177423,1581.1246619101792
합창석,G블록,4,14,합창석 G블록4열 14,-250,-1295,450,합창석 G블록4열 24,85.79747618628096,57.57239673468374,1590.8153260970194
합창석,G블록,4,15,합창석 G블록4열 15,-200,-1295,450,합창석 G블록4열 23,88.06448104853501,57.88549204676986,1600.8686385641035
합창석,G블록,4,16,합창석 G블록4열 16,-150,-1295,450,합창석 G블록4열 22,89.83227233085206,58.13050554127616,1609.8554012845775
합창석,G블록,4,17,합창석 G블록4열 17,-100,-1295,450,합창석 G블록4열 21,91.09537223232775,58.306316980699734,1616.8295809752371
합창석,G블록,4,18,합창석 G블록4열 18,-50,-1295,450,합창석 G블록4열 20,91.85279991046251,58.41212480995913,1621.2167499783957
