Unnamed: 0,층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,시야방해점수,좌석공간넓음,휠체어석,1/거리**3,무대정면과의각도,좌우시선각도,상하시선각도
1246,합창석,F블록,1,13,합창석 F블록1열 13,-868,-753,300,합창석 H블록1열 4,1187.616521,49.06265939,52.31662239,90,0,0,5.969958451384382e-10,-0.655,22.85856962818967,14.6318225199849
1247,합창석,F블록,1,14,합창석 F블록1열 14,-852,-802,300,합창석 H블록1열 3,1207.935429,48.7899682,50.98714609,91,0,0,5.673732311529275e-10,-0.685,25.185045062391858,14.380347418209208
1248,합창석,F블록,1,15,합창석 F블록1열 15,-836,-851,300,합창석 H블록1열 2,1230.080079,48.44216095,49.48638642,92,0,0,5.372789730781217e-10,-0.713,27.42598795718924,14.116042492332536
1249,합창석,F블록,1,16,합창석 F블록1열 16,-820,-900,300,합창석 H블록1열 1,1253.953747,48.03050084,47.83070449,90,0,0,5.071722084218135e-10,-0.739,29.579555383018462,13.841882101107299
1250,합창석,G블록,1,1,합창석 G블록1열 1,-688,-995,300,합창석 G블록1열 28,1246.342248,49.67490415,45.68225675,88,0,0,5.165210789886483e-10,-0.823,34.662202545446334,13.928115350267156
1251,합창석,G블록,1,2,합창석 G블록1열 2,-638,-995,300,합창석 G블록1열 27,1219.454386,50.89354203,46.3055523,87,0,0,5.5144641772031e-10,-0.842,32.6682375404923,14.241627668144181
1252,합창석,G블록,1,3,합창석 G블록1열 3,-586,-995,300,합창석 G블록1열 26,1193.072085,52.10447715,46.87161819,86,0,0,5.888435832868656e-10,-0.862,30.49573369182131,14.563432749767255
1253,합창석,G블록,1,4,합창석 G블록1열 4,-536,-995,300,합창석 G블록1열 25,1169.325019,53.20593011,47.31625636,86,0,0,6.254524153859569e-10,-0.88,28.311056439386096,14.865939405701512
1254,합창석,G블록,1,5,합창석 G블록1열 5,-484,-995,300,합창석 G블록1열 24,1146.420952,54.27728259,47.65060826,85,0,0,6.636936402618144e-10,-0.899,25.939778487676207,15.170007174359144
1255,합창석,G블록,1,6,합창석 G블록1열 6,-434,-995,300,합창석 G블록1열 23,1126.224223,55.22829632,47.82415494,85,0,0,7.000441134848248e-10,-0.917,23.565910546478523,15.448778297487587
1256,합창석,G블록,1,7,합창석 G블록1열 7,-382,-995,300,합창석 G블록1열 22,1107.225813,56.12740586,47.8252048,84,0,0,7.367012282062657e-10,-0.934,21.0027746190601,15.720652852914407
1257,합창석,G블록,1,8,합창석 G블록1열 8,-332,-995,300,합창석 G블록1열 21,1090.985334,56.89884929,47.63408529,85,0,0,7.700931540682355e-10,-0.949,18.452222195782202,15.96086887626345
1258,합창석,G블록,1,9,합창석 G블록1열 9,-280,-995,300,합창석 G블록1열 20,1076.301538,57.59815412,47.22745168,85,0,0,8.020438580442422e-10,-0.963,15.716975398734652,16.18455880932006
1259,합창석,G블록,1,10,합창석 G블록1열 10,-230,-995,300,합창석 G블록1열 19,1064.389496,58.16643362,46.65186832,85,0,0,8.292744021584128e-10,-0.974,13.015642765105888,16.370751700664623
1260,합창석,G블록,1,11,합창석 G블록1열 11,-178,-995,300,합창석 G블록1열 18,1054.376119,58.64464147,45.91606757,85,0,0,8.531262743815969e-10,-0.984,10.142607724920378,16.530663685582052
1261,합창석,G블록,1,12,합창석 G블록1열 12,-128,-995,300,합창석 G블록1열 17,1047.095507,58.99255209,45.17605759,84,0,0,8.710460422067078e-10,-0.992,7.330452857975905,16.648939310588194
1262,합창석,G블록,1,13,합창석 G블록1열 13,-76,-995,300,합창석 G블록1열 16,1042.017754,59.23527167,44.52248988,85,0,0,8.838420182333084e-10,-0.997,4.367879867493076,16.732451111717143
1263,합창석,G블록,1,14,합창석 G블록1열 14,-26,-995,300,합창석 G블록1열 15,1039.567699,59.35240169,44.15712284,84,0,0,8.901058790604841e-10,-1.0,1.4968355248174885,16.773051207758495
1264,합창석,G블록,1,15,합창석 G블록1열 15,26,-995,300,합창석 G블록1열 14,1039.567699,59.35240169,44.15712284,85,0,0,8.901058790604841e-10,-1.0,1.4968355248174885,16.773051207758495
1265,합창석,G블록,1,16,합창석 G블록1열 16,76,-995,300,합창석 G블록1열 13,1042.017754,59.23527167,44.52248988,85,0,0,8.838420182333084e-10,-0.997,4.367879867493076,16.732451111717143
1266,합창석,G블록,1,17,합창석 G블록1열 17,128,-995,300,합창석 G블록1열 12,1047.095507,58.99255209,45.17605759,85,0,0,8.710460422067078e-10,-0.992,7.330452857975905,16.648939310588194
1267,합창석,G블록,1,18,합창석 G블록1열 18,178,-995,300,합창석 G블록1열 11,1054.376119,58.64464147,45.91606757,84,0,0,8.531262743815969e-10,-0.984,10.142607724920378,16.530663685582052
1268,합창석,G블록,1,19,합창석 G블록1열 19,230,-995,300,합창석 G블록1열 10,1064.389496,58.16643362,46.65186832,84,0,0,8.292744021584128e-10,-0.974,13.015642765105888,16.370751700664623
1269,합창석,G블록,1,20,합창석 G블록1열 20,280,-995,300,합창석 G블록1열 9,1076.301538,57.59815412,47.22745168,85,0,0,8.020438580442422e-10,-0.963,15.716975398734652,16.18455880932006
1270,합창석,G블록,1,21,합창석 G블록1열 21,332,-995,300,합창석 G블록1열 8,1090.985334,56.89884929,47.63408529,85,0,0,7.700931540682355e-10,-0.949,18.452222195782202,15.96086887626345
1271,합창석,G블록,1,22,합창석 G블록1열 22,382,-995,300,합창석 G블록1열 7,1107.225813,56.12740586,47.8252048,84,0,0,7.367012282062657e-10,-0.934,21.0027746190601,15.720652852914407
1272,합창석,G블록,1,23,합창석 G블록1열 23,434,-995,300,합창석 G블록1열 6,1126.224223,55.22829632,47.82415494,84,0,0,7.000441134848248e-10,-0.917,23.565910546478523,15.448778297487587
1273,합창석,G블록,1,24,합창석 G블록1열 24,484,-995,300,합창석 G블록1열 5,1146.420952,54.27728259,47.65060826,85,0,0,6.636936402618144e-10,-0.899,25.939778487676207,15.170007174359144
1274,합창석,G블록,1,25,합창석 G블록1열 25,536,-995,300,합창석 G블록1열 4,1169.325019,53.20593011,47.31625636,86,0,0,6.254524153859569e-10,-0.88,28.311056439386096,14.865939405701512
1275,합창석,G블록,1,26,합창석 G블록1열 26,586,-995,300,합창석 G블록1열 3,1193.072085,52.10447715,46.87161819,86,0,0,5.888435832868656e-10,-0.862,30.49573369182131,14.563432749767255
1276,합창석,G블록,1,27,합창석 G블록1열 27,638,-995,300,합창석 G블록1열 2,1219.454386,50.89354203,46.3055523,87,0,0,5.5144641772031e-10,-0.842,32.6682375404923,14.241627668144181
1277,합창석,G블록,1,28,합창석 G블록1열 28,688,-995,300,합창석 G블록1열 1,1246.342248,49.67490415,45.68225675,87,0,0,5.165210789886483e-10,-0.823,34.662202545446334,13.928115350267156
1278,합창석,H블록,1,1,합창석 H블록1열 1,820,-900,300,합창석 F블록1열 16,1253.953747,48.03050084,47.83070449,90,0,0,5.071722084218135e-10,-0.739,29.579555383018462,13.841882101107299
1279,합창석,H블록,1,2,합창석 H블록1열 2,836,-851,300,합창석 F블록1열 15,1230.080079,48.44216095,49.48638642,92,0,0,5.372789730781217e-10,-0.713,27.42598795718924,14.116042492332536
1280,합창석,H블록,1,3,합창석 H블록1열 3,852,-802,300,합창석 F블록1열 14,1207.935429,48.7899682,50.98714609,90,0,0,5.673732311529275e-10,-0.685,25.185045062391858,14.380347418209208
1281,합창석,H블록,1,4,합창석 H블록1열 4,868,-753,300,합창석 F블록1열 13,1187.616521,49.06265939,52.31662239,90,0,0,5.969958451384382e-10,-0.655,22.85856962818967,14.6318225199849
1282,합창석,H블록,1,5,합창석 H블록1열 5,884,-704,300,합창석 F블록1열 12,1169.218542,49.24758164,53.46218678,89,0,0,6.256233048116809e-10,-0.623,20.44967257555127,14.867324417404598
1283,합창석,H블록,1,6,합창석 H블록1열 6,900,-655,300,합창석 F블록1열 11,1152.833466,49.33058833,54.41500359,89,0,0,6.52679953889292e-10,-0.588,17.962849989317178,15.083614593403507
1284,합창석,H블록,1,7,합창석 H블록1열 7,916,-606,300,합창석 F블록1열 10,1138.548198,49.29596559,55.16991106,89,0,0,6.775568482927274e-10,-0.552,15.404062150179726,15.277452931248302
1285,합창석,H블록,1,8,합창석 H블록1열 8,932,-557,300,합창석 F블록1열 9,1126.442631,49.12641765,55.72517499,89,0,0,6.996369939725301e-10,-0.513,12.78076085042551,15.445708166805192
1286,합창석,H블록,1,9,합창석 H블록1열 9,948,-508,300,합창석 F블록1열 8,1116.587659,48.80315592,56.08216589,89,0,0,7.183259061772681e-10,-0.472,10.101853049033346,15.585480030248535
1287,합창석,H블록,1,10,합창석 H블록1열 10,964,-459,300,합창석 F블록1열 7,1109.043281,48.30615904,56.2450018,89,0,0,7.330853064614397e-10,-0.43,7.377592528163311,15.694225432662957
1288,합창석,H블록,1,11,합창석 H블록1열 11,980,-410,300,합창석 F블록1열 6,1103.856875,47.61470196,56.22018758,89,0,0,7.434670052136576e-10,-0.386,4.619396740164153,15.769879160822146
1289,합창석,H블록,1,12,합창석 H블록1열 12,996,-361,300,합창석 F블록1열 5,1101.06176,46.70829055,56.01626866,89,0,0,7.491434049711448e-10,-0.341,1.839593004917475,15.810958649737227
1290,합창석,H블록,1,13,합창석 H블록1열 13,1012,-312,300,합창석 F블록1열 4,1100.676156,45.56817884,55.64350751,90,0,0,7.499310314831557e-10,-0.295,0.9488942681365558,15.816642869477235
1291,합창석,H블록,1,14,합창석 H블록1열 14,1028,-263,300,합창석 F블록1열 3,1102.702589,44.17967706,55.11358282,91,0,0,7.458041871402812e-10,-0.248,3.732896791711888,15.786817317897905
1292,합창석,H블록,1,15,합창석 H블록1열 15,1044,-214,300,합창석 F블록1열 2,1107.127816,42.53545047,54.43930744,92,0,0,7.368968720145292e-10,-0.201,6.499372515295214,15.722080368921619
1293,합창석,H블록,1,16,합창석 H블록1열 16,1060,-165,300,합창석 F블록1열 1,1113.923247,40.63991536,53.63435925,91,0,0,7.234927731446259e-10,-0.154,9.235766962523998,15.623710295776476
1294,합창석,F블록,2,1,합창석 F블록2열 1,-1198,-65,350,합창석 H블록2열 20,1249.771579,30.91441397,47.55377081,88,0,0,5.122807863385426e-10,-0.054,14.977787944777292,16.26325905228806
1295,합창석,F블록,2,2,합창석 F블록2열 2,-1182,-114,350,합창석 H블록2열 19,1237.990307,32.83800295,48.4080108,88,0,0,5.270456910028692e-10,-0.096,12.57449568483255,16.42238720759265
1296,합창석,F블록,2,3,합창석 F블록2열 3,-1166,-163,350,합창석 H블록2열 18,1228.260966,34.69237548,49.17993384,88,0,0,5.396697176499744e-10,-0.138,10.125401909620537,16.556202368570677
1297,합창석,F블록,2,4,합창석 F블록2열 4,-1150,-212,350,합창석 H블록2열 17,1220.632623,36.43135502,49.85841104,89,0,0,5.498510787261537e-10,-0.181,7.638361704313215,16.66267915695575
1298,합창석,F블록,2,5,합창석 F블록2열 5,-1134,-261,350,합창석 H블록2열 16,1215.144847,38.02263921,50.43256404,89,0,0,5.573344023171601e-10,-0.224,5.122043532056646,16.74014178044829
1299,합창석,F블록,2,6,합창석 F블록2열 6,-1118,-310,350,합창석 H블록2열 15,1211.82672,39.44632605,50.89196395,89,0,0,5.619250947206981e-10,-0.267,2.585769643029334,16.787334535456782
1300,합창석,F블록,2,7,합창석 F블록2열 7,-1102,-359,350,합창석 H블록2열 14,1210.696081,40.69278219,51.22683695,89,0,0,5.635008690497509e-10,-0.31,0.03932119097679737,16.803477071314745
1301,합창석,F블록,2,8,합창석 F블록2열 8,-1086,-408,350,합창석 H블록2열 13,1211.759052,41.76034713,51.42827545,89,0,0,5.620192383642014e-10,-0.352,2.507282507548705,16.78829977378709
1302,합창석,F블록,2,9,합창석 F블록2열 9,-1070,-457,350,합창석 H블록2열 12,1215.009877,42.65318629,51.48845441,88,0,0,5.575201582906232e-10,-0.393,5.044018480008093,16.74205617429052
1303,합창석,F블록,2,10,합창석 F블록2열 10,-1054,-506,350,합창석 H블록2열 11,1220.431071,43.37945477,51.40085224,88,0,0,5.501235444734871e-10,-0.433,7.56109481787993,16.66551127825266
1304,합창석,F블록,2,11,합창석 F블록2열 11,-1038,-555,350,합창석 H블록2열 10,1227.993892,43.94982492,51.16047486,88,0,0,5.400219093839489e-10,-0.472,10.049172033965519,16.55990685372278
1305,합창석,F블록,2,12,합창석 F블록2열 12,-1022,-604,350,합창석 H블록2열 9,1237.659081,44.37636497,50.76407941,88,0,0,5.274689528578564e-10,-0.509,12.499558901058844,16.42690671779784
1306,합창석,F블록,2,13,합창석 F블록2열 13,-1006,-653,350,합창석 H블록2열 8,1249.377845,44.67172201,50.21039134,89,0,0,5.127652657198131e-10,-0.544,14.904373240763311,16.268526623940467
1307,합창석,F블록,2,14,합창석 F블록2열 14,-990,-702,350,합창석 H블록2열 7,1263.093029,44.84855152,49.50030437,89,0,0,4.962425332389387e-10,-0.578,17.256661538509,16.087054297426295
1308,합창석,F블록,2,15,합창석 F블록2열 15,-974,-751,350,합창석 H블록2열 6,1278.740396,44.91913703,48.6370485,89,0,0,4.782476504943644e-10,-0.611,19.550474940332414,15.884965419714328
1309,합창석,F블록,2,16,합창석 F블록2열 16,-958,-800,350,합창석 H블록2열 5,1296.249976,44.89515079,47.62630756,89,0,0,4.5912793322233473e-10,-0.641,21.780902647474928,15.664840977481141
1310,합창석,F블록,2,17,합창석 F블록2열 17,-942,-849,350,합창석 H블록2열 4,1315.547415,44.78751582,46.47626492,90,0,0,4.392183572976069e-10,-0.669,23.944066581777836,15.429290513988661
1311,합창석,F블록,2,18,합창석 F블록2열 18,-926,-898,350,합창석 H블록2열 3,1336.555274,44.60633881,45.1975566,90,0,0,4.1883139481475027e-10,-0.696,26.03708321994055,15.180884644945879
1312,합창석,F블록,2,19,합창석 F블록2열 19,-910,-947,350,합창석 H블록2열 2,1359.194247,44.36089091,43.80311464,89,0,0,3.982496630816908e-10,-0.721,28.057999623181917,14.922098928238642
1313,합창석,F블록,2,20,합창석 F블록2열 20,-894,-996,350,합창석 H블록2열 1,1383.384256,44.05962011,42.30789166,88,0,0,3.77721333050858e-10,-0.744,30.00571099228787,14.655269975796596
1314,합창석,G블록,2,1,합창석 G블록2열 1,-50,-1095,350,합창석 G블록2열 17,1150.662852,55.34598502,36.11103108,85,0,0,6.563805785024533e-10,-0.999,2.614429596595467,17.708386643373856
1315,합창석,G블록,2,2,합창석 G블록2열 2,-100,-1095,350,합창석 G블록2열 18,1153.917241,55.20103692,36.53177327,84,0,0,6.508426625152453e-10,-0.996,5.218017123575086,17.65679769211648
1316,합창석,G블록,2,3,합창석 G블록2열 3,-150,-1095,350,합창석 G블록2열 19,1159.320922,54.96058502,37.152462,85,0,0,6.417841383786315e-10,-0.991,7.800187884181708,17.571809875666418
1317,합창석,G블록,2,4,합창석 G블록2열 4,-200,-1095,350,합창석 G블록2열 20,1166.844034,54.62631513,37.88030242,85,0,0,6.294504812306337e-10,-0.984,10.350885654930488,17.454864192747632
1318,합창석,G블록,2,5,합창석 G블록2열 5,-250,-1095,350,합창석 G블록2열 21,1176.445919,54.20057336,38.62507657,84,0,0,6.14163634105233e-10,-0.975,12.860793059094547,17.30788342222653
1319,합창석,G블록,2,6,합창석 G블록2열 6,-300,-1095,350,합창석 G블록2열 22,1188.076176,53.68635064,39.31459733,85,0,0,5.963031977045239e-10,-0.964,15.321510074864767,17.133187735910003
1320,합창석,G블록,2,7,합창석 G블록2열 7,-350,-1095,350,합창석 G블록2열 23,1201.675913,53.0872606,39.90009234,85,0,0,5.762858178057455e-10,-0.953,17.725683794927477,16.93339914528678
1321,합창석,G블록,2,8,합창석 G블록2열 8,-400,-1095,350,합창석 G블록2열 24,1217.179116,52.40750983,40.35456573,85,0,0,5.545446544312073e-10,-0.939,20.067087083984156,16.711341947668828
1322,합창석,G블록,2,9,합창석 G블록2열 9,-450,-1095,350,합창석 G블록2열 25,1234.514074,51.65185926,40.66799108,84,0,0,5.315105186404052e-10,-0.925,22.340647959994147,16.469945755336763
1323,합창석,G블록,2,10,합창석 G블록2열 10,-500,-1095,350,합창석 G블록2열 26,1253.604802,50.82557595,40.8420167,85,0,0,5.075958454536372e-10,-0.91,24.542434881981457,16.212156504167716
1324,합창석,G블록,2,11,합창석 G블록2열 11,-550,-1095,350,합창석 G블록2열 27,1274.372395,49.93437482,40.88547274,84,0,0,4.831822078143968e-10,-0.894,26.669605403201473,15.940859309564274
1325,합창석,G블록,2,12,합창석 G블록2열 12,-600,-1095,350,합창석 G블록2열 28,1296.736288,48.98435045,40.81104075,85,0,0,4.586115698722136e-10,-0.877,28.720326797869454,15.658815428122344
1326,합창석,G블록,2,13,합창석 G블록2열 13,-650,-1095,350,합창석 G블록2열 29,1320.615387,47.98189985,40.63299626,86,0,0,4.3418112610115254e-10,-0.86,30.69367741689368,15.36861410510115
1327,합창석,G블록,2,14,합창석 G블록2열 14,-700,-1095,350,합창석 G블록2열 30,1345.929047,46.93363764,40.36578552,86,0,0,4.101412987337962e-10,-0.843,32.589536901715604,15.072638879356717
1328,합창석,G블록,2,15,합창석 G블록2열 15,-750,-1095,350,합창석 G블록2열 31,1372.597902,45.84630563,40.02319281,85,0,0,3.8669629208815716e-10,-0.825,34.408472252028616,14.773047042799806
1329,합창석,G블록,2,16,합창석 G블록2열 16,0,-1095,350,합창석 G블록2열 16,1149.576009,55.39441406,35.96175225,85,0,0,6.5824402371265e-10,-1.0,0.0,17.7256837949275
1330,합창석,G블록,2,17,합창석 G블록2열 17,50,-1095,350,합창석 G블록2열 1,1150.662852,55.34598502,36.11103108,84,0,0,6.563805785024533e-10,-0.999,2.614429596595467,17.708386643373856
1331,합창석,G블록,2,18,합창석 G블록2열 18,100,-1095,350,합창석 G블록2열 2,1153.917241,55.20103692,36.53177327,85,0,0,6.508426625152453e-10,-0.996,5.218017123575086,17.65679769211648
1332,합창석,G블록,2,19,합창석 G블록2열 19,150,-1095,350,합창석 G블록2열 3,1159.320922,54.96058502,37.152462,84,0,0,6.417841383786315e-10,-0.991,7.800187884181708,17.571809875666418
1333,합창석,G블록,2,20,합창석 G블록2열 20,200,-1095,350,합창석 G블록2열 4,1166.844034,54.62631513,37.88030242,84,0,0,6.294504812306337e-10,-0.984,10.350885654930488,17.454864192747632
1334,합창석,G블록,2,21,합창석 G블록2열 21,250,-1095,350,합창석 G블록2열 5,1176.445919,54.20057336,38.62507657,85,0,0,6.14163634105233e-10,-0.975,12.860793059094547,17.30788342222653
1335,합창석,G블록,2,22,합창석 G블록2열 22,300,-1095,350,합창석 G블록2열 6,1188.076176,53.68635064,39.31459733,85,0,0,5.963031977045239e-10,-0.964,15.321510074864767,17.133187735910003
1336,합창석,G블록,2,23,합창석 G블록2열 23,350,-1095,350,합창석 G블록2열 7,1201.675913,53.0872606,39.90009234,85,0,0,5.762858178057455e-10,-0.953,17.725683794927477,16.93339914528678
1337,합창석,G블록,2,24,합창석 G블록2열 24,400,-1095,350,합창석 G블록2열 8,1217.179116,52.40750983,40.35456573,85,0,0,5.545446544312073e-10,-0.939,20.067087083984156,16.711341947668828
1338,합창석,G블록,2,25,합창석 G블록2열 25,450,-1095,350,합창석 G블록2열 9,1234.514074,51.65185926,40.66799108,85,0,0,5.315105186404052e-10,-0.925,22.340647959994147,16.469945755336763
1339,합창석,G블록,2,26,합창석 G블록2열 26,500,-1095,350,합창석 G블록2열 10,1253.604802,50.82557595,40.8420167,85,0,0,5.075958454536372e-10,-0.91,24.542434881981457,16.212156504167716
1340,합창석,G블록,2,27,합창석 G블록2열 27,550,-1095,350,합창석 G블록2열 11,1274.372395,49.93437482,40.88547274,84,0,0,4.831822078143968e-10,-0.894,26.669605403201473,15.940859309564274
1341,합창석,G블록,2,28,합창석 G블록2열 28,600,-1095,350,합창석 G블록2열 12,1296.736288,48.98435045,40.81104075,85,0,0,4.586115698722136e-10,-0.877,28.720326797869454,15.658815428122344
1342,합창석,G블록,2,29,합창석 G블록2열 29,650,-1095,350,합창석 G블록2열 13,1320.615387,47.98189985,40.63299626,85,0,0,4.3418112610115254e-10,-0.86,30.69367741689368,15.36861410510115
1343,합창석,G블록,2,30,합창석 G블록2열 30,700,-1095,350,합창석 G블록2열 14,1345.929047,46.93363764,40.36578552,85,0,0,4.101412987337962e-10,-0.843,32.589536901715604,15.072638879356717
1344,합창석,G블록,2,31,합창석 G블록2열 31,750,-1095,350,합창석 G블록2열 15,1372.597902,45.84630563,40.02319281,86,0,0,3.8669629208815716e-10,-0.825,34.408472252028616,14.773047042799806
1345,합창석,H블록,2,1,합창석 H블록2열 1,894,-996,350,합창석 F블록2열 20,1383.384256,44.05962011,42.30789166,88,0,0,3.77721333050858e-10,-0.744,30.00571099228787,14.655269975796596
1346,합창석,H블록,2,2,합창석 H블록2열 2,910,-947,350,합창석 F블록2열 19,1359.194247,44.36089091,43.80311464,88,0,0,3.982496630816908e-10,-0.721,28.057999623181917,14.922098928238642
1347,합창석,H블록,2,3,합창석 H블록2열 3,926,-898,350,합창석 F블록2열 18,1336.555274,44.60633881,45.1975566,89,0,0,4.1883139481475027e-10,-0.696,26.03708321994055,15.180884644945879
1348,합창석,H블록,2,4,합창석 H블록2열 4,942,-849,350,합창석 F블록2열 17,1315.547415,44.78751582,46.47626492,89,0,0,4.392183572976069e-10,-0.669,23.944066581777836,15.429290513988661
1349,합창석,H블록,2,5,합창석 H블록2열 5,958,-800,350,합창석 F블록2열 16,1296.249976,44.89515079,47.62630756,89,0,0,4.5912793322233473e-10,-0.641,21.780902647474928,15.664840977481141
1350,합창석,H블록,2,6,합창석 H블록2열 6,974,-751,350,합창석 F블록2열 15,1278.740396,44.91913703,48.6370485,89,0,0,4.782476504943644e-10,-0.611,19.550474940332414,15.884965419714328
1351,합창석,H블록,2,7,합창석 H블록2열 7,990,-702,350,합창석 F블록2열 14,1263.093029,44.84855152,49.50030437,89,0,0,4.962425332389387e-10,-0.578,17.256661538509,16.087054297426295
1352,합창석,H블록,2,8,합창석 H블록2열 8,1006,-653,350,합창석 F블록2열 13,1249.377845,44.67172201,50.21039134,88,0,0,5.127652657198131e-10,-0.544,14.904373240763311,16.268526623940467
1353,합창석,H블록,2,9,합창석 H블록2열 9,1022,-604,350,합창석 F블록2열 12,1237.659081,44.37636497,50.76407941,88,0,0,5.274689528578564e-10,-0.509,12.499558901058844,16.42690671779784
1354,합창석,H블록,2,10,합창석 H블록2열 10,1038,-555,350,합창석 F블록2열 11,1227.993892,43.94982492,51.16047486,88,0,0,5.400219093839489e-10,-0.472,10.049172033965519,16.55990685372278
1355,합창석,H블록,2,11,합창석 H블록2열 11,1054,-506,350,합창석 F블록2열 10,1220.431071,43.37945477,51.40085224,88,0,0,5.501235444734871e-10,-0.433,7.56109481787993,16.66551127825266
1356,합창석,H블록,2,12,합창석 H블록2열 12,1070,-457,350,합창석 F블록2열 9,1215.009877,42.65318629,51.48845441,88,0,0,5.575201582906232e-10,-0.393,5.044018480008093,16.74205617429052
1357,합창석,H블록,2,13,합창석 H블록2열 13,1086,-408,350,합창석 F블록2열 8,1211.759052,41.76034713,51.42827545,89,0,0,5.620192383642014e-10,-0.352,2.507282507548705,16.78829977378709
1358,합창석,H블록,2,14,합창석 H블록2열 14,1102,-359,350,합창석 F블록2열 7,1210.696081,40.69278219,51.22683695,89,0,0,5.635008690497509e-10,-0.31,0.03932119097679737,16.803477071314745
1359,합창석,H블록,2,15,합창석 H블록2열 15,1118,-310,350,합창석 F블록2열 6,1211.82672,39.44632605,50.89196395,89,0,0,5.619250947206981e-10,-0.267,2.585769643029334,16.787334535456782
1360,합창석,H블록,2,16,합창석 H블록2열 16,1134,-261,350,합창석 F블록2열 5,1215.144847,38.02263921,50.43256404,90,0,0,5.573344023171601e-10,-0.224,5.122043532056646,16.74014178044829
1361,합창석,H블록,2,17,합창석 H블록2열 17,1150,-212,350,합창석 F블록2열 4,1220.632623,36.43135502,49.85841104,90,0,0,5.498510787261537e-10,-0.181,7.638361704313215,16.66267915695575
1362,합창석,H블록,2,18,합창석 H블록2열 18,1166,-163,350,합창석 F블록2열 3,1228.260966,34.69237548,49.17993384,90,0,0,5.396697176499744e-10,-0.138,10.125401909620537,16.556202368570677
1363,합창석,H블록,2,19,합창석 H블록2열 19,1182,-114,350,합창석 F블록2열 2,1237.990307,32.83800295,48.4080108,89,0,0,5.270456910028692e-10,-0.096,12.57449568483255,16.42238720759265
1364,합창석,H블록,2,20,합창석 H블록2열 20,1198,-65,350,합창석 F블록2열 1,1249.771579,30.91441397,47.55377081,89,0,0,5.122807863385426e-10,-0.054,14.977787944777292,16.26325905228806
1365,합창석,F블록,3,1,합창석 F블록3열 1,-1354,91,400,합창석 H블록3열 24,1414.778074,22.57160277,41.38947993,87,0,0,3.5313034465251976e-10,0.067,21.932849308210663,16.423198773700015
1366,합창석,F블록,3,2,합창석 F블록3열 2,-1337,40,400,합창석 H블록3열 23,1396.126427,23.93560092,42.31031184,88,0,0,3.6747327209058476e-10,0.03,19.801529498521976,16.648950542723767
1367,합창석,F블록,3,3,합창석 F블록3열 3,-1320,-12,400,합창석 H블록3열 22,1379.327372,25.46954997,43.19538258,87,0,0,3.810640124630424e-10,-0.009,17.567024833717337,16.85774169425256
1368,합창석,F블록,3,4,합창석 F블록3열 4,-1303,-64,400,합창석 H블록3열 21,1364.516398,27.10180858,44.02425567,88,0,0,3.936078239622555e-10,-0.049,15.27592011732078,17.046285811478857
1369,합창석,F블록,3,5,합창석 F블록3열 5,-1286,-116,400,합창석 H블록3열 20,1351.758854,28.77398662,44.7867806,88,0,0,4.0485763270544115e-10,-0.09,12.9336260279586,17.212159005575078
1370,합창석,F블록,3,6,합창석 F블록3열 6,-1269,-168,400,합창석 H블록3열 19,1341.113343,30.43311809,45.47270156,88,0,0,4.1457542035443857e-10,-0.131,10.54647844333441,17.35310377649749
1371,합창석,F블록,3,7,합창석 F블록3열 7,-1252,-219,400,합창석 H블록3열 18,1332.465759,32.01940647,46.07096381,89,0,0,4.2269959068196335e-10,-0.172,8.166076116145186,17.469335543953022
1372,합창석,F블록,3,8,합창석 F블록3열 8,-1235,-271,400,합창석 H블록3열 17,1326.147051,33.53000261,46.57552252,89,0,0,4.287705500885588e-10,-0.214,5.711442460020725,17.555271155830972
1373,합창석,F블록,3,9,합창석 F블록3열 9,-1219,-323,400,합창석 H블록3열 16,1322.985261,34.87671,46.94317677,89,0,0,4.3185204689277735e-10,-0.256,3.247191295769183,17.5985956755956
1374,합창석,F블록,3,10,합창석 F블록3열 10,-1202,-375,400,합창석 H블록3열 15,1321.14685,36.13425217,47.22662072,88,0,0,4.33657357548709e-10,-0.298,0.7610019622208334,17.623886690359807
1375,합창석,F블록,3,11,합창석 F블록3열 11,-1185,-427,400,합창석 H블록3열 14,1321.572548,37.2472913,47.38748668,88,0,0,4.3323843023715287e-10,-0.339,1.7281147165843052,17.618023788455137
1376,합창석,F블록,3,12,합창석 F블록3열 12,-1168,-478,400,합창석 H블록3열 13,1323.898788,38.20928305,47.42964989,88,0,0,4.309586938301787e-10,-0.379,4.168782395546185,17.586055720419367
1377,합창석,F블록,3,13,합창석 F블록3열 13,-1151,-530,400,합창석 H블록3열 12,1328.796824,39.03016575,47.32869013,88,0,0,4.2621060899786303e-10,-0.418,6.63673121011077,17.519129285149905
1378,합창석,F블록,3,14,합창석 F블록3열 14,-1134,-582,400,합창석 H블록3열 11,1335.919159,39.70911722,47.08882356,88,0,0,4.194299755283203e-10,-0.457,9.080261163239282,17.42272920455593
1379,합창석,F블록,3,15,합창석 F블록3열 15,-1117,-634,400,합창석 H블록3열 10,1345.230464,40.25333606,46.70774656,88,0,0,4.107805941452718e-10,-0.494,11.491006020513948,17.298316443177303
