층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,좌우시야각,상하시야각,주성분
1층,D블록,20,14,1층 D블록20열 14,-1264,2463,285,1층 B블록20열 1,2783.036111874943,28.07237605712517,9.477003670468232,-27.166681030236976,-5.877743938667709,492.5560986071448
1층,E블록,20,1,1층 E블록20열 1,-1426,2431,285,1층 A블록20열 8,2832.7481356449607,26.634559974180707,10.30493545192858,-30.395454591444256,-5.774241343544456,542.2711882301606
1층,E블록,20,2,1층 E블록20열 2,-1473,2421,285,1층 A블록20열 7,2848.1915314809853,26.20328001128044,10.528987027984638,-31.317429691319983,-5.742826830879128,557.7156429913257
1층,E블록,20,3,1층 E블록20열 3,-1520,2412,285,1층 A블록20열 6,2865.199644003887,25.760666189580537,10.73757744740856,-32.2184093662552,-5.70862323930274,574.7248193849864
1층,E블록,20,4,1층 E블록20열 4,-1566,2403,285,1층 A블록20열 5,2882.3584093585587,25.32353680493796,10.93373702261081,-33.09169993868244,-5.674527747517108,591.8846634543729
1층,E블록,20,5,1층 E블록20열 5,-1612,2390,285,1층 A블록20열 4,2896.872278855248,24.89801793295027,11.145419471571705,-33.99875836758793,-5.646004689246234,606.3998323194562
1층,E블록,20,6,1층 E블록20열 6,-1658,2379,285,1층 A블록20열 3,2913.7312847961803,24.459463750269546,11.335815906025374,-34.873854700356155,-5.613231374867068,623.2600662620697
1층,E블록,20,7,1층 E블록20열 7,-1704,2368,285,1층 A블록20열 2,2931.2565564958654,24.017303025173145,11.517183894969738,-35.73858661935991,-5.579564412822821,640.7865776706036
1층,E블록,20,8,1층 E블록20열 8,-1751,2357,285,1층 A블록20열 1,2950.029660867836,23.562057165660683,11.691722453068296,-36.60841746216115,-5.543946150382909,659.5609352107533
1층,A블록,21,1,1층 A블록21열 1,1709,2465,308,1층 E블록21열 7,3015.256208019477,23.644158627574512,10.95970306045855,34.73381301477,-5.862829664778828,724.764460012378
1층,A블록,21,2,1층 A블록21열 2,1664,2476,308,1층 E블록21열 6,2999.05585143058,24.04142745905811,10.783640516387017,33.903141216511706,-5.894611514412301,708.5636633270035
1층,A블록,21,3,1층 A블록21열 3,1619,2487,308,1층 E블록21열 5,2983.486886178654,24.43464025996421,10.599800733838242,33.06352869057738,-5.925481678995542,692.9942748892631
1층,A블록,21,4,1층 A블록21열 4,1575,2498,308,1층 E블록21열 4,2969.089591103643,24.81341968825091,10.411163280794154,32.23161182339449,-5.954318330953854,678.5965789852274
1층,A블록,21,5,1층 A블록21열 5,1530,2507,308,1층 E블록21열 3,2953.102267108269,25.2055702810921,10.223439305424291,31.395348693314187,-5.986670957498229,662.6089783596087
1층,A블록,21,6,1층 A블록21열 6,1485,2516,308,1층 E블록21열 2,2937.7448834097218,25.592754428523502,10.027958322791685,30.550063640193663,-6.018082232762986,647.2513482242377
1층,A블록,21,7,1층 A블록21열 7,1440,2525,308,1층 E블록21열 1,2923.0273690131608,25.97420047041884,9.824781896228956,29.69598369455012,-6.048496202457222,632.5336259348313
1층,B블록,21,1,1층 B블록21열 1,1279,2557,308,1층 D블록21열 14,2875.5788982394483,27.28129994084117,9.037554507264227,26.57401344503447,-6.148681109341441,585.0848564027772
1층,B블록,21,2,1층 B블록21열 2,1228,2565,308,1층 D블록21열 13,2860.43230998393,27.687065359231017,8.780252383315219,25.582882534102183,-6.181366234677644,569.9384090725995
1층,B블록,21,3,1층 B블록21열 3,1177,2574,308,1층 D블록21열 12,2847.045661734283,28.07405856481717,8.50860059057431,24.572957604111547,-6.21054476616902,556.5519728149112
1층,B블록,21,4,1층 B블록21열 4,1125,2582,308,1층 D블록21열 11,2833.233664913644,28.46396469921908,8.228738024396137,23.543178440496657,-6.240941148728004,542.7403273409233
1층,B블록,21,5,1층 B블록21열 5,1074,2591,308,1층 D블록21열 10,2821.63445541764,28.823285474627923,7.939993724677523,22.514582382443976,-6.266699067832761,531.1415563276781
1층,B블록,21,6,1층 B블록21열 6,1023,2598,308,1층 D블록21열 9,2809.091846131059,29.18393468579115,7.653209462368591,21.49275603816215,-6.294792781106004,518.5995408537326
1층,B블록,21,7,1층 B블록21열 7,971,2605,308,1층 D블록21열 8,2797.093133951746,29.537202164122977,7.353529766690548,20.44267435600127,-6.321905482373436,506.60156388285156
1층,B블록,21,8,1층 B블록21열 8,920,2612,308,1층 D블록21열 7,2786.361067772804,29.866082665134908,7.051792574027262,19.40330971213327,-6.34635507840842,495.87034942098165
1층,B블록,21,9,1층 B블록21열 9,868,2619,308,1층 D블록21열 6,2776.229277275204,30.184863425262,6.738136193913459,18.33644614716625,-6.369611679937929,485.7395692462967
1층,B블록,21,10,1층 B블록21열 10,817,2628,308,1층 D블록21열 5,2769.24845400336,30.45810887285094,6.415796485050651,17.269570770585275,-6.385735161310309,478.75986434356724
1층,B블록,21,11,1층 B블록21열 11,765,2632,308,1층 D블록21열 4,2758.17203959434,30.768109986684063,6.103869093363408,16.20669086883376,-6.4114866962946175,467.68476911775224
1층,B블록,21,12,1층 B블록21열 12,713,2637,308,1층 D블록21열 3,2749.000181884316,31.048633216545163,5.783138380489961,15.13002697967634,-6.4329683889387335,458.51436626747443
1층,B블록,21,13,1층 B블록21열 13,661,2641,308,1층 D블록21열 2,2739.829556742536,31.31929039128843,5.46270496122604,14.051556370772513,-6.454591907151437,449.3453395111534
1층,B블록,21,14,1층 B블록21열 14,610,2646,308,1층 D블록21열 1,2732.815398083083,31.552522742741207,5.142429700665148,12.981964527682925,-6.471229246441562,442.3328778690516
1층,C블록,21,1,1층 C블록21열 1,446,2658,308,1층 C블록21열 16,2712.700499502295,32.20115129128339,4.133256049495181,9.525230809758437,-6.519421335061552,422.22421058622535
1층,C블록,21,2,1층 C블록21열 2,387,2661,308,1층 C블록21열 15,2706.57606580713,32.392998160332944,3.787102560576475,8.274742702027417,-6.53423768205854,416.10222260323474
1층,C블록,21,3,1층 C블록21열 3,327,2665,308,1층 C블록21열 14,2702.594679192572,32.54461710856135,3.448509371408216,6.995322238812905,-6.543905781557808,412.1233551795853
1층,C블록,21,4,1층 C블록21열 4,268,2668,308,1층 C블록21열 13,2699.057613316174,32.67273649270806,3.141529352930459,5.736107064644936,-6.552519009431693,408.58872296391803
1층,C블록,21,5,1층 C블록21열 5,208,2669,308,1층 C블록21열 12,2694.752122181185,32.795231333640146,2.8680819600135985,4.4561570556362415,-6.563034170048023,404.28556092746123
1층,C블록,21,6,1층 C블록21열 6,149,2670,308,1층 C블록21열 11,2691.8330185953214,32.88273681644028,2.645557843545738,3.194091965991658,-6.570182662410186,401.3684700471426
1층,C블록,21,7,1층 C블록21열 7,89,2671,308,1층 C블록21열 10,2690.172113452966,32.93819799876014,2.481701624059406,1.908438190989992,-6.574256966454911,399.7091740187674
1층,C블록,21,8,1층 C블록21열 8,30,2672,308,1층 C블록21열 9,2689.860219416615,32.95909268691115,2.3958913409434004,0.643263909085263,-6.575022626868478,399.3982870998299
1층,C블록,21,9,1층 C블록21열 9,-30,2672,308,1층 C블록21열 8,2689.860219416615,32.95909268691115,2.3958913409434004,-0.643263909085263,-6.575022626868478,399.39863707826106
1층,C블록,21,10,1층 C블록21열 10,-89,2671,308,1층 C블록21열 7,2690.172113452966,32.93819799876014,2.481701624059406,-1.908438190989992,-6.574256966454911,399.7102123363143
1층,C블록,21,11,1층 C블록21열 11,-149,2670,308,1층 C블록21열 6,2691.8330185953214,32.88273681644028,2.645557843545738,-3.194091965991658,-6.570182662410186,401.37020784601407
1층,C블록,21,12,1층 C블록21열 12,-208,2669,308,1층 C블록21열 5,2694.752122181185,32.795231333640146,2.8680819600135985,-4.4561570556362415,-6.563034170048023,404.28798537384074
1층,C블록,21,13,1층 C블록21열 13,-268,2668,308,1층 C블록21열 4,2699.057613316174,32.67273649270806,3.141529352930459,-5.736107064644936,-6.552519009431693,408.5918437883935
1층,C블록,21,14,1층 C블록21열 14,-327,2665,308,1층 C블록21열 3,2702.594679192572,32.54461710856135,3.448509371408216,-6.995322238812905,-6.543905781557808,412.1271611010248
1층,C블록,21,15,1층 C블록21열 15,-387,2661,308,1층 C블록21열 2,2706.57606580713,32.392998160332944,3.787102560576475,-8.274742702027417,-6.53423768205854,416.1067246146619
1층,C블록,21,16,1층 C블록21열 16,-446,2658,308,1층 C블록21열 1,2712.700499502295,32.20115129128339,4.133256049495181,-9.525230809758437,-6.519421335061552,422.22939294651087
1층,D블록,21,1,1층 D블록21열 1,-610,2646,308,1층 B블록21열 14,2732.815398083083,31.552522742741207,5.142429700665148,-12.981964527682925,-6.471229246441562,442.33994092282313
1층,D블록,21,2,1층 D블록21열 2,-661,2641,308,1층 B블록21열 13,2739.829556742536,31.31929039128843,5.46270496122604,-14.051556370772513,-6.454591907151437,449.35298449416115
1층,D블록,21,3,1층 D블록21열 3,-713,2637,308,1층 B블록21열 12,2749.000181884316,31.048633216545163,5.783138380489961,-15.13002697967634,-6.4329683889387335,458.5225980103586
1층,D블록,21,4,1층 D블록21열 4,-765,2632,308,1층 B블록21열 11,2758.17203959434,30.768109986684063,6.103869093363408,-16.20669086883376,-6.4114866962946175,467.69358663753695
1층,D블록,21,5,1층 D블록21열 5,-817,2628,308,1층 B블록21열 10,2769.24845400336,30.45810887285094,6.415796485050651,-17.269570770585275,-6.385735161310309,478.76926014084466
1층,D블록,21,6,1층 D블록21열 6,-868,2619,308,1층 B블록21열 9,2776.229277275204,30.184863425262,6.738136193913459,-18.33644614716625,-6.369611679937929,485.7495454948715
1층,D블록,21,7,1층 D블록21열 7,-920,2612,308,1층 B블록21열 8,2786.361067772804,29.866082665134908,7.051792574027262,-19.40330971213327,-6.34635507840842,495.88090611442743
1층,D블록,21,8,1층 D블록21열 8,-971,2605,308,1층 B블록21열 7,2797.093133951746,29.537202164122977,7.353529766690548,-20.44267435600127,-6.321905482373436,506.61268605992296
1층,D블록,21,9,1층 D블록21열 9,-1023,2598,308,1층 B블록21열 6,2809.091846131059,29.18393468579115,7.653209462368591,-21.49275603816215,-6.294792781106004,518.6112343452126
1층,D블록,21,10,1층 D블록21열 10,-1074,2591,308,1층 B블록21열 5,2821.63445541764,28.823285474627923,7.939993724677523,-22.514582382443976,-6.266699067832761,531.1538057607801
1층,D블록,21,11,1층 D블록21열 11,-1125,2582,308,1층 B블록21열 4,2833.233664913644,28.46396469921908,8.228738024396137,-23.543178440496657,-6.240941148728004,542.7531363988224
1층,D블록,21,12,1층 D블록21열 12,-1177,2574,308,1층 B블록21열 3,2847.045661734283,28.07405856481717,8.50860059057431,-24.572957604111547,-6.21054476616902,556.5653421412959
1층,D블록,21,13,1층 D블록21열 13,-1228,2565,308,1층 B블록21열 2,2860.43230998393,27.687065359231017,8.780252383315219,-25.582882534102183,-6.181366234677644,569.9523278654436
1층,D블록,21,14,1층 D블록21열 14,-1279,2557,308,1층 B블록21열 1,2875.5788982394483,27.28129994084117,9.037554507264227,-26.57401344503447,-6.148681109341441,585.0993144368821
1층,E블록,21,1,1층 E블록21열 1,-1440,2525,308,1층 A블록21열 7,2923.0273690131608,25.97420047041884,9.824781896228956,-29.69598369455012,-6.048496202457222,632.5497825287881
1층,E블록,21,2,1층 E블록21열 2,-1485,2516,308,1층 A블록21열 6,2937.7448834097218,25.592754428523502,10.027958322791685,-30.550063640193663,-6.018082232762986,647.2679694945975
1층,E블록,21,3,1층 E블록21열 3,-1530,2507,308,1층 A블록21열 5,2953.102267108269,25.2055702810921,10.223439305424291,-31.395348693314187,-5.986670957498229,662.6260595213641
1층,E블록,21,4,1층 E블록21열 4,-1575,2498,308,1층 A블록21열 4,2969.089591103643,24.81341968825091,10.411163280794154,-32.23161182339449,-5.954318330953854,678.6141151298509
1층,E블록,21,5,1층 E블록21열 5,-1619,2487,308,1층 A블록21열 3,2983.486886178654,24.43464025996421,10.599800733838242,-33.06352869057738,-5.925481678995542,693.0122636520981
1층,E블록,21,6,1층 E블록21열 6,-1664,2476,308,1층 A블록21열 2,2999.05585143058,24.04142745905811,10.783640516387017,-33.903141216511706,-5.894611514412301,708.5821088950009
1층,E블록,21,7,1층 E블록21열 7,-1709,2465,308,1층 A블록21열 1,3015.256208019477,23.644158627574512,10.95970306045855,-34.73381301477,-5.862829664778828,724.7833575211865
1층,C블록,22,1,1층 C블록 22열 1,362,2752,332,1층 C블록 22열 8,2795.4913700457028,31.38298995593321,3.536024498314445,7.49370337960217,-6.820697743521285,505.0203748986629
1층,C블록,22,2,1층 C블록 22열 2,270,2756,332,1층 C블록 22열 7,2789.024919214599,31.58464864042474,3.093437891912814,5.595301749708297,-6.836587159215561,498.5574923955052
1층,C블록,22,3,1층 C블록 22열 3,180,2758,332,1층 C블록 22열 6,2783.736338089511,31.735203788180144,2.7394100965166808,3.734095218085666,-6.849637574237558,493.272041919544
1층,C블록,22,4,1층 C블록 22열 4,90,2760,332,1층 C블록 22열 5,2781.352908208521,31.81661309178618,2.498955677805233,1.8676788394341723,-6.855535406988248,490.8909566466397
1층,C블록,22,5,1층 C블록 22열 5,-90,2760,332,1층 C블록 22열 4,2781.352908208521,31.81661309178618,2.498955677805233,-1.8676788394341723,-6.855535406988248,490.8919727883834
1층,C블록,22,6,1층 C블록 22열 6,-180,2758,332,1층 C블록 22열 3,2783.736338089511,31.735203788180144,2.7394100965166808,-3.734095218085666,-6.849637574237558,493.27407351616847
1층,C블록,22,7,1층 C블록 22열 7,-270,2756,332,1층 C블록 22열 2,2789.024919214599,31.58464864042474,3.093437891912814,-5.595301749708297,-6.836587159215561,498.5605366125066
1층,C블록,22,8,1층 C블록 22열 8,-362,2752,332,1층 C블록 22열 1,2795.4913700457028,31.38298995593321,3.536024498314445,-7.49370337960217,-6.820697743521285,505.0244519726532
1층,A블록,22,1,1층 A블록22열 1,1726,2558,332,1층 E블록22열 7,3103.653331156687,23.164808400279703,10.491483787475124,34.00934683211837,-6.1407195022676335,813.158924838495
1층,A블록,22,2,1층 A블록22열 2,1681,2569,332,1층 E블록22열 6,3088.00032383418,23.531976594814047,10.320694154380847,33.19833697996685,-6.171967328289333,797.5057514018363
1층,A블록,22,3,1층 A블록22열 3,1637,2580,332,1층 E블록22열 5,3073.4984952005425,23.88598495463692,10.145603365852969,32.3949686275358,-6.201202777772453,783.0037590926044
1층,A블록,22,4,1층 A블록22열 4,1593,2591,332,1층 E블록22열 4,3059.6003006928863,24.23522826585784,9.963867337951994,31.58405425800986,-6.229482928370794,769.1054209267294
1층,A블록,22,5,1층 A블록22열 5,1548,2600,332,1층 E블록22열 3,3044.09723891994,24.59704829587516,9.78314146593662,30.768917860598844,-6.261335182693141,753.6023535931295
1층,A블록,22,6,1층 A블록22열 6,1503,2609,332,1층 E블록22열 2,3029.210128069692,24.953932910061543,9.595452544047822,29.94550421578012,-6.292230631235541,738.7152608975287
1층,A블록,22,7,1층 A블록22열 7,1458,2618,332,1층 E블록22열 1,3014.9480924221566,25.305204382665565,9.4008742585531,29.114031827812266,-6.322116761201924,724.4532741398614
1층,B블록,22,1,1층 B블록22열 1,1295,2650,332,1층 D블록22열 14,2968.122133605691,26.52360362019314,8.64319872447061,26.04379993703653,-6.422272832779911,677.6278783477891
1층,B블록,22,2,1층 B블록22열 2,1244,2659,332,1층 D블록22열 13,2954.3258114162018,26.88966573500976,8.39388275112634,25.07231094146656,-6.452391153507229,663.831915566101
1층,B블록,22,3,1층 B블록22열 3,1192,2667,332,1층 D블록22열 12,2940.064114947156,27.25933329579451,8.13723035560722,24.0819753249718,-6.483824452607885,649.5707065163197
1층,B블록,22,4,1층 B블록22열 4,1140,2676,332,1층 D블록22열 11,2927.5928678694377,27.609543153178684,7.867776184848134,23.074439506408524,-6.511564158369279,637.1000040539739
1층,B블록,22,5,1층 B블록22열 5,1088,2685,332,1층 D블록22열 10,2916.023490989056,27.94590611678106,7.590869549628004,22.05848772822566,-6.537511384720023,625.5312712383644
1층,B블록,22,6,1층 B블록22열 6,1036,2692,332,1층 D블록22열 9,2903.51235575122,28.283428351729448,7.315958126386614,21.04891998176507,-6.565804987563282,613.0209373851857
1층,B블록,22,7,1층 B블록22열 7,984,2699,332,1층 D블록22열 8,2891.89920294605,28.60643716044336,7.034119620028302,20.030817494555947,-6.592288368910089,601.4086903357091
1층,B블록,22,8,1층 B블록22열 8,932,2707,332,1층 D블록22열 7,2882.134105138066,28.90530311971565,6.741729916826176,18.998205213683217,-6.614723613407274,591.6445864199744
1층,B블록,22,9,1층 B블록22열 9,879,2714,332,1층 D블록22열 6,2872.04822382912,29.202694834566945,6.442882333412072,17.94590460564058,-6.63805709808699,581.5598621274856
1층,B블록,22,10,1층 B블록22열 10,828,2722,332,1층 D블록22열 5,2864.4531764369967,29.460259707904903,6.145556376646526,16.919136733176476,-6.655737282020343,573.9660180589013
1층,B블록,22,11,1층 B블록22열 11,775,2727,332,1층 D블록22열 4,2854.3612245124127,29.740267335935155,5.845290504602247,15.864889262404397,-6.679376469079184,563.8754981883912
1층,B블록,22,12,1층 B블록22열 12,723,2731,332,1층 D블록22열 3,2844.5235101858448,30.00583623916039,5.550257403764211,14.828209897978043,-6.702582697478476,554.03931689018
1층,B블록,22,13,1층 B블록22열 13,670,2736,332,1층 D블록22열 2,2836.3391898713385,30.24846397408829,5.243542179660445,13.759978719578363,-6.722012246784977,545.8566558011659
1층,B블록,22,14,1층 B블록22열 14,618,2741,332,1층 D블록22열 1,2829.3513390881662,30.465866892849498,4.941185421923272,12.705748368855575,-6.738690958634562,538.8705372637087
1층,D블록,22,1,1층 D블록22열 1,-618,2741,332,1층 B블록22열 14,2829.3513390881662,30.465866892849498,4.941185421923272,-12.705748368855575,-6.738690958634562,538.8774500374839
1층,D블록,22,2,1층 D블록22열 2,-670,2736,332,1층 B블록22열 13,2836.3391898713385,30.24846397408829,5.243542179660445,-13.759978719578363,-6.722012246784977,545.8641421465018
1층,D블록,22,3,1층 D블록22열 3,-723,2731,332,1층 B블록22열 12,2844.5235101858448,30.00583623916039,5.550257403764211,-14.828209897978043,-6.702582697478476,554.0473844244598
1층,D블록,22,4,1층 D블록22열 4,-775,2727,332,1층 B블록22열 11,2854.3612245124127,29.740267335935155,5.845290504602247,-15.864889262404397,-6.679376469079184,563.8841297453257
1층,D블록,22,5,1층 D블록22열 5,-828,2722,332,1층 B블록22열 10,2864.4531764369967,29.460259707904903,6.145556376646526,-16.919136733176476,-6.655737282020343,573.975223196711
1층,D블록,22,6,1층 D블록22열 6,-879,2714,332,1층 B블록22열 9,2872.04822382912,29.202694834566945,6.442882333412072,-17.94590460564058,-6.63805709808699,581.5696258954375
1층,D블록,22,7,1층 D블록22열 7,-932,2707,332,1층 B블록22열 8,2882.134105138066,28.90530311971565,6.741729916826176,-18.998205213683217,-6.614723613407274,591.6549227095786
1층,D블록,22,8,1층 D블록22열 8,-984,2699,332,1층 B블록22열 7,2891.89920294605,28.60643716044336,7.034119620028302,-20.030817494555947,-6.592288368910089,601.4195884352034
1층,D블록,22,9,1층 D블록22열 9,-1036,2692,332,1층 B블록22열 6,2903.51235575122,28.283428351729448,7.315958126386614,-21.04891998176507,-6.565804987563282,613.0323894002754
1층,D블록,22,10,1층 D블록22열 10,-1088,2685,332,1층 B블록22열 5,2916.023490989056,27.94590611678106,7.590869549628004,-22.05848772822566,-6.537511384720023,625.5432725255819
1층,D블록,22,11,1층 D블록22열 11,-1140,2676,332,1층 B블록22열 4,2927.5928678694377,27.609543153178684,7.867776184848134,-23.074439506408524,-6.511564158369279,637.1125580866579
1층,D블록,22,12,1층 D블록22열 12,-1192,2667,332,1층 B블록22열 3,2940.064114947156,27.25933329579451,8.13723035560722,-24.0819753249718,-6.483824452607885,649.5838087156272
1층,D블록,22,13,1층 D블록22열 13,-1244,2659,332,1층 B블록22열 2,2954.3258114162018,26.88966573500976,8.39388275112634,-25.07231094146656,-6.452391153507229,663.8455565739762
1층,D블록,22,14,1층 D블록22열 14,-1295,2650,332,1층 B블록22열 1,2968.122133605691,26.52360362019314,8.64319872447061,-26.04379993703653,-6.422272832779911,677.6420479104142
1층,E블록,22,1,1층 E블록22열 1,-1458,2618,332,1층 A블록22열 7,3014.9480924221566,25.305204382665565,9.4008742585531,-29.114031827812266,-6.322116761201924,724.4691141132234
1층,E블록,22,2,1층 E블록22열 2,-1503,2609,332,1층 A블록22열 6,3029.210128069692,24.953932910061543,9.595452544047822,-29.94550421578012,-6.292230631235541,738.7315532472759
1층,E블록,22,3,1층 E블록22열 3,-1548,2600,332,1층 A블록22열 5,3044.09723891994,24.59704829587516,9.78314146593662,-30.768917860598844,-6.261335182693141,753.6190939347688
1층,E블록,22,4,1층 E블록22열 4,-1593,2591,332,1층 A블록22열 4,3059.6003006928863,24.23522826585784,9.963867337951994,-31.58405425800986,-6.229482928370794,769.1226047568865
1층,E블록,22,5,1층 E블록22열 5,-1637,2580,332,1층 A블록22열 3,3073.4984952005425,23.88598495463692,10.145603365852969,-32.3949686275358,-6.201202777772453,783.0213841142149
1층,E블록,22,6,1층 E블록22열 6,-1681,2569,332,1층 A블록22열 2,3088.00032383418,23.531976594814047,10.320694154380847,-33.19833697996685,-6.171967328289333,797.5238135093635
1층,E블록,22,7,1층 E블록22열 7,-1726,2558,332,1층 A블록22열 1,3103.653331156687,23.164808400279703,10.491483787475124,-34.00934683211837,-6.1407195022676335,813.1774281894245
합창석,F블록,1,1,합창석 F블록1열 1,-1060,-165,300,합창석 H블록1열 16,1113.9232469070748,40.63991535502597,53.634359254540506,-98.8476784205246,-15.623710295776476,-1176.7980160291752
합창석,F블록,1,2,합창석 F블록1열 2,-1044,-214,300,합창석 H블록1열 15,1107.1278155660257,42.53545047143266,54.43930743951665,-101.58407286775343,-15.72208036892162,-1183.6271074462018
합창석,F블록,1,3,합창석 F블록1열 3,-1028,-263,300,합창석 H블록1열 14,1102.7025890964435,44.17967705802202,55.11358282154249,-104.35054859133672,-15.786817317897905,-1188.0816034038412
합창석,F블록,1,4,합창석 F블록1열 4,-1012,-312,300,합창석 H블록1열 13,1100.676155824228,45.56817884341835,55.64350751366415,-107.13455111491282,-15.816642869477237,-1190.132724403384
합창석,F블록,1,5,합창석 F블록1열 5,-996,-361,300,합창석 H블록1열 12,1101.0617603023002,46.70829055062915,56.01626866202314,-109.92303838796612,-15.810958649737223,-1189.7672092074752
합창석,F블록,1,6,합창석 F블록1열 6,-980,-410,300,합창석 H블록1열 11,1103.8568747804218,47.61470196349505,56.22018757786834,-112.70284212321282,-15.769879160822146,-1186.9876810183086
합창석,F블록,1,7,합창석 F블록1열 7,-964,-459,300,합창석 H블록1열 10,1109.0432813916686,48.306159040447696,56.245001804539314,-115.46103791121196,-15.694225432662956,-1181.8125196231222
합창석,F블록,1,8,합창석 F블록1열 8,-948,-508,300,합창석 H블록1열 9,1116.587658896515,48.80315592462409,56.082165887389166,-118.18529843208202,-15.585480030248537,-1174.275244163678
합창석,F블록,1,9,합창석 F블록1열 9,-932,-557,300,합창석 H블록1열 8,1126.4426305853308,49.12641764791175,55.72517499266341,-120.86420623347416,-15.445708166805192,-1164.4234469861701
합창석,F블록,1,10,합창석 F블록1열 10,-916,-606,300,합창석 H블록1열 7,1138.5481983649177,49.295965587935335,55.16991105986068,-123.48750753322844,-15.277452931248302,-1152.317350410799
합창석,F블록,1,11,합창석 F블록1열 11,-900,-655,300,합창석 H블록1열 6,1152.8334658570595,49.33058833240982,54.41500359472316,-126.04629537236586,-15.08361459340351,-1138.028080808303
합창석,F블록,1,12,합창석 F블록1열 12,-884,-704,300,합창석 H블록1열 5,1169.218542446193,49.24758163903026,53.46218678144271,-128.53311795859992,-14.867324417404602,-1121.6357657486005
합창석,F블록,1,13,합창석 F블록1열 13,-868,-753,300,합창석 H블록1열 4,1187.6165205991367,49.06265939446102,52.31662239022239,-130.94201501123834,-14.6318225199849,-1103.227560039876
합창석,F블록,1,14,합창석 F블록1열 14,-852,-802,300,합창석 H블록1열 3,1207.9354287378112,48.78996819638484,50.98714609265533,-133.26849044544053,-14.380347418209208,-1082.8956968601672
합창석,F블록,1,15,합창석 F블록1열 15,-836,-851,300,합창석 H블록1열 2,1230.080078694066,48.44216094554048,49.48638642286342,-135.5094333402379,-14.116042492332534,-1060.7356437022668
합창석,F블록,1,16,합창석 F블록1열 16,-820,-900,300,합창석 H블록1열 1,1253.9537471533788,48.03050084244914,47.83070449344468,-137.66300076606714,-13.841882101107297,-1036.8444227207397
합창석,G블록,1,1,합창석 G블록1열 1,-688,-995,300,합창석 G블록1열 28,1246.3422483411207,49.674904149751946,45.68225675444346,-145.33779745455365,-13.928115350267156,-1044.453302564395
합창석,G블록,1,2,합창석 G블록1열 2,-638,-995,300,합창석 G블록1열 27,1219.4543861908078,50.89354203190027,46.30555229777889,-147.3317624595077,-14.24162766814418,-1071.3577194795519
합창석,G블록,1,3,합창석 G블록1열 3,-586,-995,300,합창석 G블록1열 26,1193.0720849973818,52.104477153790825,46.87161818602127,-149.5042663081787,-14.563432749767257,-1097.755845275782
합창석,G블록,1,4,합창석 G블록1열 4,-536,-995,300,합창석 G블록1열 25,1169.325018974622,53.20593010967432,47.31625635753917,-151.6889435606139,-14.865939405701512,-1121.5164830695269
합창석,G블록,1,5,합창석 G블록1열 5,-484,-995,300,합창석 G블록1열 24,1146.4209523556344,54.27728258817767,47.65060825829968,-154.06022151232378,-15.17000717435914,-1144.4326129843591
합창석,G블록,1,6,합창석 G블록1열 6,-434,-995,300,합창석 G블록1열 23,1126.2242227904708,55.228296315484,47.82415494085973,-156.43408945352144,-15.448778297487584,-1164.6386378220277
합창석,G블록,1,7,합창석 G블록1열 7,-382,-995,300,합창석 G블록1열 22,1107.2258125603828,56.12740586379804,47.82520479572616,-158.9972253809399,-15.720652852914403,-1183.6439862155648
합창석,G블록,1,8,합창석 G블록1열 8,-332,-995,300,합창석 G블록1열 21,1090.9853344568844,56.89884929273135,47.6340852867727,-161.5477778042178,-15.96086887626345,-1199.8882559105095
합창석,G블록,1,9,합창석 G블록1열 9,-280,-995,300,합창석 G블록1열 20,1076.301537674271,57.598154124991154,47.22745168360704,-164.28302460126528,-16.18455880932006,-1214.5728753555704
합창석,G블록,1,10,합창석 G블록1열 10,-230,-995,300,합창석 G블록1열 19,1064.389496378088,58.16643362397965,46.65186831539386,-166.9843572348941,-16.370751700664623,-1226.4828395168431
합창석,G블록,1,11,합창석 G블록1열 11,-178,-995,300,합창석 G블록1열 18,1054.376118849436,58.644641473285766,45.91606757486652,-169.85739227507966,-16.530663685582052,-1236.4916306945547
합창석,G블록,1,12,합창석 G블록1열 12,-128,-995,300,합창석 G블록1열 17,1047.0955066277384,58.9925520889953,45.176057592334594,-172.66954714202404,-16.648939310588194,-1243.7665362810023
합창석,G블록,1,13,합창석 G블록1열 13,-76,-995,300,합창석 G블록1열 16,1042.0177541673654,59.23527166526687,44.52248987908475,-175.63212013250697,-16.732451111717143,-1248.8385793035582
합창석,G블록,1,14,합창석 G블록1열 14,-26,-995,300,합창석 G블록1열 15,1039.5676986132264,59.35240169161836,44.157122843342655,-178.50316447518253,-16.7730512077585,-1251.2849580179495
합창석,G블록,1,15,합창석 G블록1열 15,26,-995,300,합창석 G블록1열 14,1039.5676986132264,59.35240169161836,44.157122843342655,178.50316447518253,-16.7730512077585,-1251.3820756341931
합창석,G블록,1,16,합창석 G블록1열 16,76,-995,300,합창석 G블록1열 13,1042.0177541673654,59.23527166526687,44.52248987908475,175.63212013250697,-16.732451111717143,-1248.934134880364
합창석,G블록,1,17,합창석 G블록1열 17,128,-995,300,합창석 G블록1열 12,1047.0955066277384,58.9925520889953,45.176057592334594,172.66954714202404,-16.648939310588194,-1243.8604800206865
