seat,예매여부,좌석 오픈 여부,좌석 별 평균 가격,거래까지걸린시간_시간,거래까지걸린시간_등수,좌석 예매율,층,블록,열,넘버,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
2층 A블록3열 16,80,144,29487.5,780.7070833333333,884.3358553065775,0.5555555555555556,2층,A블록,3,16,1175,2309,717,2층 E블록3열 3,17,38,1815
2층 A블록3열 17,97,158,31690.721649484534,767.6730240549828,860.8749412281252,0.6139240506329114,2층,A블록,3,17,1136,2349,717,2층 E블록3열 2,17,38,1840
2층 A블록3열 18,80,141,34737.5,753.485,843.713035840862,0.5673758865248227,2층,A블록,3,18,1098,2390,717,2층 E블록3열 1,17,38,1863
2층 A블록3열 2,70,152,26300.0,798.2747619047618,1096.0160997643047,0.4605263157894737,2층,A블록,3,2,1709,1745,717,2층 E블록3열 17,16,32,1565
2층 A블록3열 3,60,150,15716.666666666666,886.2566666666667,1191.2673862467034,0.4,2층,A블록,3,3,1671,1785,717,2층 E블록3열 16,16,32,1567
2층 A블록3열 4,62,148,21112.90322580645,748.9341397849462,1128.2721642272759,0.4189189189189189,2층,A블록,3,4,1633,1825,717,2층 E블록3열 15,17,33,1570
2층 A블록3열 5,76,156,19723.684210526317,725.1164473684211,1053.8288226908091,0.48717948717948717,2층,A블록,3,5,1594,1866,717,2층 E블록3열 14,17,34,1574
2층 A블록3열 6,68,139,18573.529411764706,807.3588235294118,950.1381046393442,0.4892086330935252,2층,A블록,3,6,1556,1906,717,2층 E블록3열 13,17,34,1579
2층 A블록3열 7,85,154,23458.823529411766,786.8054901960784,926.419069163461,0.551948051948052,2층,A블록,3,7,1518,1946,717,2층 E블록3열 12,17,35,1586
2층 A블록3열 8,81,145,24691.35802469136,711.024279835391,866.4202133263796,0.5586206896551724,2층,A블록,3,8,1480,1987,717,2층 E블록3열 11,17,36,1598
2층 A블록3열 9,81,151,18333.333333333332,819.4930041152263,944.40051625448,0.5364238410596026,2층,A블록,3,9,1442,2027,717,2층 E블록3열 10,17,36,1617
2층 A블록4열 1,63,151,19444.444444444445,878.6611111111112,1160.6066348111426,0.41721854304635764,2층,A블록,4,1,1822,1771,760,2층 E블록4열 19,16,29,1578
2층 A블록4열 10,77,149,19000.0,801.9824675324676,966.0483635456956,0.5167785234899329,2층,A블록,4,10,1484,2128,760,2층 E블록4열 10,16,35,1638
2층 A블록4열 11,72,148,16763.88888888889,985.9775462962963,1025.3828244223143,0.4864864864864865,2층,A블록,4,11,1446,2168,760,2층 E블록4열 9,16,35,1659
2층 A블록4열 12,82,154,16695.121951219513,891.679674796748,975.5524034113848,0.5324675324675324,2층,A블록,4,12,1409,2207,760,2층 E블록4열 8,16,35,1682
2층 A블록4열 13,74,144,19229.72972972973,918.3371621621621,953.0297327885297,0.5138888888888888,2층,A블록,4,13,1371,2247,760,2층 E블록4열 7,16,36,1708
2층 A블록4열 14,87,154,25781.6091954023,890.7492337164751,923.5815766696107,0.564935064935065,2층,A블록,4,14,1333,2287,760,2층 E블록4열 6,16,36,1734
2층 A블록4열 15,73,142,20219.178082191782,957.4582191780821,945.2278839836845,0.5140845070422535,2층,A블록,4,15,1296,2327,760,2층 E블록4열 5,16,36,1759
2층 A블록4열 16,81,151,26160.493827160495,919.8327160493827,955.3694498227337,0.5364238410596026,2층,A블록,4,16,1258,2366,760,2층 E블록4열 4,16,36,1784
2층 A블록4열 17,81,146,24049.382716049382,1015.5851851851851,911.1416102717461,0.5547945205479452,2층,A블록,4,17,1220,2406,760,2층 E블록4열 3,16,36,1808
2층 A블록4열 18,88,151,35125.0,739.349053030303,859.7061740659996,0.5827814569536424,2층,A블록,4,18,1183,2446,760,2층 E블록4열 2,16,37,1830
2층 A블록4열 19,80,149,36337.5,794.961875,920.7166898968837,0.5369127516778524,2층,A블록,4,19,1145,2485,760,2층 E블록4열 1,16,37,1852
2층 A블록4열 2,70,156,25171.428571428572,936.0192857142857,1142.377485791152,0.44871794871794873,2층,A블록,4,2,1785,1810,760,2층 E블록4열 18,16,30,1581
2층 A블록4열 3,64,145,20718.75,984.0955729166667,1088.7817675709653,0.4413793103448276,2층,A블록,4,3,1747,1850,760,2층 E블록4열 17,16,31,1584
2층 A블록4열 4,74,155,23040.54054054054,830.5824324324324,1081.3116890290412,0.4774193548387097,2층,A블록,4,4,1709,1890,760,2층 E블록4열 16,16,31,1587
2층 A블록4열 5,66,146,22787.878787878788,816.475,1060.724829279917,0.4520547945205479,2층,A블록,4,5,1672,1929,760,2층 E블록4열 15,16,32,1591
2층 A블록4열 6,70,152,21985.714285714286,817.2409523809524,1082.3861987069315,0.4605263157894737,2층,A블록,4,6,1634,1969,760,2층 E블록4열 14,16,33,1596
2층 A블록4열 7,74,146,24959.45945945946,759.8006756756756,970.7938624039475,0.5068493150684932,2층,A블록,4,7,1597,2009,760,2층 E블록4열 13,16,33,1602
2층 A블록4열 8,87,154,25425.287356321838,743.7208812260536,910.126813818819,0.564935064935065,2층,A블록,4,8,1559,2049,760,2층 E블록4열 12,16,34,1610
2층 A블록4열 9,80,148,19612.5,807.936875,926.22028393465,0.5405405405405406,2층,A블록,4,9,1521,2088,760,2층 E블록4열 11,16,34,1621
2층 A블록5열 1,75,161,22040.0,803.6671111111111,1137.115650186709,0.4658385093167702,2층,A블록,5,1,1900,1834,802,2층 E블록5열 20,15,28,1592
2층 A블록5열 10,83,150,18722.89156626506,850.1088353413655,913.4107148134427,0.5533333333333333,2층,A블록,5,10,1565,2188,802,2층 E블록5열 11,16,33,1641
2층 A블록5열 11,82,153,17182.926829268294,923.7223577235773,963.5253252124741,0.5359477124183006,2층,A블록,5,11,1528,2227,802,2층 E블록5열 10,16,33,1655
2층 A블록5열 12,71,145,21436.61971830986,955.3633802816902,990.8637722203966,0.4896551724137931,2층,A블록,5,12,1490,2266,802,2층 E블록5열 9,16,34,1673
2층 A블록5열 13,82,157,20560.975609756097,918.0164634146342,998.8751288878427,0.5222929936305732,2층,A블록,5,13,1453,2306,802,2층 E블록5열 8,16,34,1693
2층 A블록5열 14,79,148,19443.037974683546,915.4839662447258,937.1361871987071,0.5337837837837838,2층,A블록,5,14,1416,2345,802,2층 E블록5열 7,16,34,1714
2층 A블록5열 15,75,149,24746.666666666668,801.0695555555556,994.9589620804494,0.5033557046979866,2층,A블록,5,15,1379,2384,802,2층 E블록5열 6,16,34,1736
2층 A블록5열 16,74,149,20216.216216216217,828.0,1010.5938695891889,0.4966442953020134,2층,A블록,5,16,1342,2424,802,2층 E블록5열 5,16,35,1759
2층 A블록5열 17,84,157,21714.285714285714,780.4946428571429,984.9357098230356,0.535031847133758,2층,A블록,5,17,1304,2463,802,2층 E블록5열 4,16,35,1781
2층 A블록5열 18,71,136,27070.422535211266,815.1394366197184,891.7486271120387,0.5220588235294118,2층,A블록,5,18,1267,2502,802,2층 E블록5열 3,16,35,1802
2층 A블록5열 19,89,156,30797.752808988764,783.3471910112359,906.1206194890807,0.5705128205128205,2층,A블록,5,19,1230,2541,802,2층 E블록5열 2,16,35,1823
2층 A블록5열 2,65,149,14923.076923076924,729.8074358974359,1121.572441822733,0.436241610738255,2층,A블록,5,2,1862,1874,802,2층 E블록5열 19,15,29,1595
2층 A블록5열 20,80,152,29137.5,856.9614583333334,963.0990489910816,0.5263157894736842,2층,A블록,5,20,1193,2581,802,2층 E블록5열 1,16,35,1843
2층 A블록5열 3,69,151,20666.666666666668,765.3526570048309,1089.0823401767675,0.45695364238410596,2층,A블록,5,3,1825,1913,802,2층 E블록5열 18,15,29,1598
2층 A블록5열 4,69,150,23275.36231884058,728.5222222222222,1080.1950501729473,0.46,2층,A블록,5,4,1788,1952,802,2층 E블록5열 17,15,30,1602
2층 A블록5열 5,76,157,18500.0,864.7708333333333,1077.3350601093864,0.4840764331210191,2층,A블록,5,5,1751,1992,802,2층 E블록5열 16,15,31,1606
2층 A블록5열 6,64,143,18531.25,741.5505208333333,1053.156202372928,0.44755244755244755,2층,A블록,5,6,1714,2031,802,2층 E블록5열 15,16,31,1610
2층 A블록5열 7,84,159,18273.809523809523,873.410119047619,1000.5733342356747,0.5283018867924528,2층,A블록,5,7,1676,2070,802,2층 E블록5열 14,16,32,1616
2층 A블록5열 8,75,149,16866.666666666668,755.3726666666666,990.1558595591484,0.5033557046979866,2층,A블록,5,8,1639,2109,802,2층 E블록5열 13,16,32,1622
2층 A블록5열 9,77,148,21753.246753246753,907.5735930735931,962.0894098045492,0.5202702702702703,2층,A블록,5,9,1602,2149,802,2층 E블록5열 12,16,33,1631
2층 A블록6열 1,75,159,21946.666666666668,905.0128888888888,1119.0511031422907,0.4716981132075472,2층,A블록,6,1,1843,2040,845,2층 E블록6열 19,15,29,1618
2층 A블록6열 10,76,147,21552.63157894737,936.0785087719297,965.1871790785551,0.5170068027210885,2층,A블록,6,10,1541,2358,845,2층 E블록6열 10,15,32,1684
2층 A블록6열 11,80,157,18762.5,886.1904166666667,1041.25950304432,0.5095541401273885,2층,A블록,6,11,1508,2394,845,2층 E블록6열 9,15,33,1699
2층 A블록6열 12,72,147,19277.777777777777,945.766898148148,1021.5300367620617,0.4897959183673469,2층,A블록,6,12,1474,2429,845,2층 E블록6열 8,15,33,1715
2층 A블록6열 13,81,156,20518.51851851852,915.8125514403292,1016.5655920402514,0.5192307692307693,2층,A블록,6,13,1440,2465,845,2층 E블록6열 7,15,33,1733
2층 A블록6열 14,70,149,13757.142857142857,853.9361904761905,1059.2583726918078,0.4697986577181208,2층,A블록,6,14,1407,2500,845,2층 E블록6열 6,15,33,1750
2층 A블록6열 15,76,151,18184.21052631579,966.9997807017544,1007.3637773174356,0.5033112582781457,2층,A블록,6,15,1373,2535,845,2층 E블록6열 5,15,33,1768
2층 A블록6열 16,77,152,22246.753246753247,928.0311688311688,1017.1085486947188,0.506578947368421,2층,A블록,6,16,1340,2571,845,2층 E블록6열 4,15,33,1786
2층 A블록6열 17,87,157,22954.02298850575,866.241570881226,954.184235370635,0.554140127388535,2층,A블록,6,17,1306,2606,845,2층 E블록6열 3,15,34,1803
2층 A블록6열 18,82,144,28292.682926829268,834.114024390244,855.8872693316737,0.5694444444444444,2층,A블록,6,18,1273,2642,845,2층 E블록6열 2,15,34,1820
2층 A블록6열 19,93,160,31451.612903225807,808.170430107527,902.049386234989,0.58125,2층,A블록,6,19,1239,2677,845,2층 E블록6열 1,15,34,1837
2층 A블록6열 2,68,148,17382.352941176472,828.9330882352941,1067.5100231014571,0.4594594594594595,2층,A블록,6,2,1809,2075,845,2층 E블록6열 18,15,29,1622
2층 A블록6열 3,69,153,22217.391304347828,723.4594202898551,1118.9647834908878,0.45098039215686275,2층,A블록,6,3,1776,2111,845,2층 E블록6열 17,15,30,1626
2층 A블록6열 4,67,150,21358.20895522388,908.2223880597015,1107.0209810812037,0.44666666666666666,2층,A블록,6,4,1742,2146,845,2층 E블록6열 16,15,30,1631
2층 A블록6열 5,65,156,14861.538461538461,729.3338461538461,1194.1929266962563,0.4166666666666667,2층,A블록,6,5,1709,2181,845,2층 E블록6열 15,15,31,1636
2층 A블록6열 6,58,145,16293.103448275862,847.6580459770114,1148.7334414373065,0.4,2층,A블록,6,6,1675,2217,845,2층 E블록6열 14,15,31,1643
2층 A블록6열 7,73,155,19739.72602739726,831.692694063927,1085.335076599292,0.47096774193548385,2층,A블록,6,7,1642,2252,845,2층 E블록6열 13,15,31,1650
2층 A블록6열 8,76,152,17855.263157894737,842.4717105263157,1018.163105174548,0.5,2층,A블록,6,8,1608,2288,845,2층 E블록6열 12,15,32,1660
2층 A블록6열 9,76,153,18039.473684210527,786.501096491228,1033.131916326355,0.49673202614379086,2층,A블록,6,9,1575,2323,845,2층 E블록6열 11,15,32,1671
2층 A블록7열 1,72,159,21486.11111111111,794.2090277777778,1144.8279546086087,0.4528301886792453,2층,A블록,7,1,1803,2227,888,2층 E블록7열 16,15,29,1645
2층 A블록7열 10,80,145,23750.0,919.8952083333334,887.3218135575208,0.5517241379310345,2층,A블록,7,10,1493,2554,888,2층 E블록7열 7,15,32,1736
2층 A블록7열 11,88,160,24375.0,882.9579545454545,971.7859217071394,0.55,2층,A블록,7,11,1459,2591,888,2층 E블록7열 6,15,32,1751
2층 A블록7열 12,75,147,25040.0,764.1959999999999,980.0114405451756,0.5102040816326531,2층,A블록,7,12,1424,2627,888,2층 E블록7열 5,15,32,1768
2층 A블록7열 13,76,152,22697.36842105263,880.763596491228,1006.4666302608879,0.5,2층,A블록,7,13,1390,2663,888,2층 E블록7열 4,15,32,1784
2층 A블록7열 14,71,151,21676.056338028167,820.5678403755868,1053.3389443750234,0.47019867549668876,2층,A블록,7,14,1356,2699,888,2층 E블록7열 3,15,32,1800
2층 A블록7열 15,78,152,23089.74358974359,797.8797008547009,982.6048149168922,0.5131578947368421,2층,A블록,7,15,1321,2736,888,2층 E블록7열 2,15,32,1816
2층 A블록7열 16,74,152,29756.756756756757,666.8756756756757,1023.688384043734,0.4868421052631579,2층,A블록,7,16,1287,2772,888,2층 E블록7열 1,15,32,1832
2층 A블록7열 2,70,154,19000.0,872.2783333333334,1118.7565178037323,0.45454545454545453,2층,A블록,7,2,1768,2264,888,2층 E블록7열 15,15,30,1651
2층 A블록7열 3,69,151,18420.289855072464,826.2031400966183,1088.5430889298566,0.45695364238410596,2층,A블록,7,3,1734,2300,888,2층 E블록7열 14,15,30,1657
2층 A블록7열 4,67,148,19343.283582089553,708.1400497512437,1086.8970060401407,0.4527027027027027,2층,A블록,7,4,1700,2336,888,2층 E블록7열 13,15,30,1664
2층 A블록7열 5,77,156,19831.16883116883,800.1119047619048,1052.775112243628,0.4935897435897436,2층,A블록,7,5,1665,2373,888,2층 E블록7열 12,15,31,1672
2층 A블록7열 6,69,144,23521.739130434784,797.4012077294686,1006.220657120239,0.4791666666666667,2층,A블록,7,6,1631,2409,888,2층 E블록7열 11,15,31,1682
2층 A블록7열 7,87,153,27402.298850574713,888.3067049808429,915.5889544136849,0.5686274509803921,2층,A블록,7,7,1596,2445,888,2층 E블록7열 10,15,31,1694
2층 A블록7열 8,80,148,22625.0,777.3558333333333,926.9939467392691,0.5405405405405406,2층,A블록,7,8,1562,2482,888,2층 E블록7열 9,15,31,1706
2층 A블록7열 9,80,152,18662.5,874.253125,961.5237664029286,0.5263157894736842,2층,A블록,7,9,1528,2518,888,2층 E블록7열 8,15,32,1720
2층 A블록8열 1,19,161,28421.052631578947,1510.8447368421052,1802.1424714122904,0.11801242236024845,2층,A블록,8,1,1812,2374,923,2층 E블록8열 8,14,29,1667
2층 A블록8열 2,12,161,17833.333333333332,1345.351388888889,1882.818019702074,0.07453416149068323,2층,A블록,8,2,1750,2440,923,2층 E블록8열 7,14,29,1678
2층 A블록8열 3,8,159,26875.0,1809.0791666666667,1906.1884802588759,0.050314465408805034,2층,A블록,8,3,1689,2505,923,2층 E블록8열 6,14,30,1692
2층 A블록8열 4,8,161,15375.0,1480.7666666666667,1925.2502793702934,0.049689440993788817,2층,A블록,8,4,1627,2570,923,2층 E블록8열 5,14,30,1711
2층 A블록8열 5,10,160,16400.0,2119.028333333333,1891.8752880113575,0.0625,2층,A블록,8,5,1565,2636,923,2층 E블록8열 4,14,30,1733
2층 A블록8열 6,13,158,20461.53846153846,1693.4833333333333,1835.9987565641732,0.08227848101265822,2층,A블록,8,6,1503,2701,923,2층 E블록8열 3,14,31,1758
2층 A블록8열 7,18,160,23833.333333333332,1382.7935185185186,1801.9276317422868,0.1125,2층,A블록,8,7,1441,2766,923,2층 E블록8열 2,14,31,1784
2층 A블록8열 8,26,162,30538.46153846154,1396.1185897435898,1739.9506172839506,0.16049382716049382,2층,A블록,8,8,1379,2832,923,2층 E블록8열 1,14,31,1810
2층 BOX1 1,91,161,34791.20879120879,492.31886446886443,926.8756533671044,0.5652173913043478,2층,BOX,1,1,1432,505,383,2층 BOX6 2,22,22,1586
2층 BOX1 2,75,143,32813.333333333336,579.9273333333334,919.7100317998605,0.5244755244755245,2층,BOX,1,2,1386,558,383,2층 BOX6 1,22,26,1576
2층 BOX1 3,81,148,35024.69135802469,734.6310699588478,919.0849656988295,0.5472972972972973,2층,BOX,1,3,1454,617,428,2층 BOX6 4,21,24,1515
2층 BOX1 4,57,137,27192.98245614035,637.1614035087719,1067.330104748385,0.41605839416058393,2층,BOX,1,4,1500,565,428,2층 BOX6 3,21,20,1524
2층 BOX1 5,73,158,30301.369863013697,561.8933789954337,1111.5455382441626,0.4620253164556962,2층,BOX,1,5,1568,624,483,2층 BOX6 6,20,19,1479
2층 BOX1 6,70,151,31528.571428571428,539.1340476190476,1062.7038484873624,0.46357615894039733,2층,BOX,1,6,1522,677,483,2층 BOX6 5,20,22,1472
2층 BOX2 1,84,150,35964.28571428572,648.6107142857143,907.6664133025098,0.56,2층,BOX,2,1,1494,866,466,2층 BOX5 2,20,30,1476
2층 BOX2 2,94,159,34053.1914893617,692.5803191489362,886.262576206547,0.5911949685534591,2층,BOX,2,2,1448,918,466,2층 BOX5 1,21,34,1468
2층 BOX2 3,68,140,31147.058823529413,610.8806372549019,956.2755162567839,0.4857142857142857,2층,BOX,2,3,1515,978,511,2층 BOX5 4,20,32,1460
2층 BOX2 4,72,152,30250.0,661.2032407407407,1062.763633187911,0.47368421052631576,2층,BOX,2,4,1562,925,511,2층 BOX5 3,20,29,1467
2층 BOX2 5,67,144,30402.985074626864,557.9166666666666,1032.717244590266,0.4652777777777778,2층,BOX,2,5,1629,984,556,2층 BOX5 6,19,28,1467
2층 BOX2 6,84,159,32083.333333333332,663.725,1001.8216750295705,0.5283018867924528,2층,BOX,2,6,1583,1037,556,2층 BOX5 5,19,30,1463
2층 BOX2 7,57,139,26157.894736842107,629.3625730994152,1101.274970230491,0.41007194244604317,2층,BOX,2,7,1651,1096,601,2층 BOX5 8,18,29,1471
2층 BOX2 8,61,160,27573.77049180328,682.2142076502732,1279.96530561606,0.38125,2층,BOX,2,8,1697,1043,601,2층 BOX5 7,18,26,1474
2층 BOX3 1,89,160,31584.26966292135,592.7022471910112,953.5484671482725,0.55625,2층,BOX,3,1,1545,1218,550,2층 BOX4 2,19,34,1482
2층 BOX3 10,63,151,31079.365079365078,525.675925925926,1148.1459014271388,0.41721854304635764,2층,BOX,3,10,1770,1508,730,2층 BOX4 9,17,30,1535
2층 BOX3 2,81,145,32802.46913580247,494.9707818930041,862.7018395408519,0.5586206896551724,2층,BOX,3,2,1499,1271,550,2층 BOX4 1,19,36,1481
2층 BOX3 3,76,151,34315.78947368421,614.7232456140351,1001.7874203309897,0.5033112582781457,2층,BOX,3,3,1566,1330,595,2층 BOX4 4,19,34,1490
2층 BOX3 4,64,139,34390.625,696.4252604166667,996.1354309006277,0.460431654676259,2층,BOX,3,4,1612,1278,595,2층 BOX4 3,18,32,1491
2층 BOX3 5,77,158,29220.77922077922,558.1088744588744,1066.5121175459487,0.4873417721518987,2층,BOX,3,5,1680,1337,640,2층 BOX4 6,18,31,1504
2층 BOX3 6,71,146,34690.140845070426,528.5234741784037,994.1527654431238,0.4863013698630137,2층,BOX,3,6,1634,1390,640,2층 BOX4 5,18,32,1504
2층 BOX3 7,73,151,30479.45205479452,601.6936073059361,1033.306727317086,0.48344370860927155,2층,BOX,3,7,1702,1449,685,2층 BOX4 8,17,31,1520
2층 BOX3 8,59,142,30847.457627118645,558.5245762711864,1090.2929876016076,0.4154929577464789,2층,BOX,3,8,1748,1396,685,2층 BOX4 7,17,29,1518
2층 BOX3 9,72,159,28458.333333333332,560.6935185185185,1132.681592592926,0.4528301886792453,2층,BOX,3,9,1816,1455,730,2층 BOX4 10,16,28,1533
2층 BOX4 1,81,149,36000.0,546.5598765432098,920.8997780027372,0.5436241610738255,2층,BOX,4,1,-1499,1271,550,2층 BOX3 2,19,36,1481
2층 BOX4 10,70,159,29514.285714285714,609.9242857142857,1177.5010247697112,0.44025157232704404,2층,BOX,4,10,-1816,1455,730,2층 BOX3 9,16,28,1533
2층 BOX4 2,86,157,33360.46511627907,514.8426356589148,948.3002946508078,0.5477707006369427,2층,BOX,4,2,-1545,1218,550,2층 BOX3 1,19,34,1482
2층 BOX4 3,70,140,34371.42857142857,705.1080952380952,956.1899741215274,0.5,2층,BOX,4,3,-1612,1278,595,2층 BOX3 4,18,32,1491
2층 BOX4 4,86,148,35151.16279069767,643.1757751937985,837.9961252429016,0.581081081081081,2층,BOX,4,4,-1566,1330,595,2층 BOX3 3,19,34,1490
2층 BOX4 5,66,148,30621.21212121212,576.1734848484848,1076.6619287685703,0.44594594594594594,2층,BOX,4,5,-1634,1390,640,2층 BOX3 6,18,32,1504
2층 BOX4 6,66,155,24575.757575757576,571.8484848484849,1161.3583712188615,0.4258064516129032,2층,BOX,4,6,-1680,1337,640,2층 BOX3 5,18,31,1504
2층 BOX4 7,59,141,33542.372881355936,593.9016949152542,1081.8781017863566,0.41843971631205673,2층,BOX,4,7,-1748,1396,685,2층 BOX3 8,17,29,1518
2층 BOX4 8,69,151,33623.188405797104,596.345652173913,1096.4934739046553,0.45695364238410596,2층,BOX,4,8,-1702,1449,685,2층 BOX3 7,17,31,1520
2층 BOX4 9,58,147,31586.206896551725,492.05258620689654,1171.4563980049268,0.3945578231292517,2층,BOX,4,9,-1770,1508,730,2층 BOX3 10,17,30,1535
2층 BOX5 1,93,157,36548.3870967742,511.7017921146953,868.1716883954201,0.5923566878980892,2층,BOX,5,1,-1448,918,466,2층 BOX2 2,21,34,1468
2층 BOX5 2,75,138,36626.666666666664,547.252888888889,848.6850671140588,0.5434782608695652,2층,BOX,5,2,-1494,866,466,2층 BOX2 1,20,30,1476
2층 BOX5 3,78,150,35538.46153846154,594.076282051282,968.0452604473493,0.52,2층,BOX,5,3,-1562,925,511,2층 BOX2 4,20,29,1467
2층 BOX5 4,63,136,34809.52380952381,506.428835978836,970.1420522032035,0.4632352941176471,2층,BOX,5,4,-1515,978,511,2층 BOX2 3,20,32,1460
2층 BOX5 5,76,160,34486.84210526316,655.8486842105264,1105.964375245262,0.475,2층,BOX,5,5,-1583,1037,556,2층 BOX2 6,19,30,1463
2층 BOX5 6,66,145,35954.545454545456,665.429292929293,1052.3584718344514,0.45517241379310347,2층,BOX,5,6,-1629,984,556,2층 BOX2 5,19,28,1467
2층 BOX5 7,61,152,26770.491803278688,668.353825136612,1195.7733173633544,0.40131578947368424,2층,BOX,5,7,-1697,1043,601,2층 BOX2 8,18,26,1474
2층 BOX5 8,52,150,30115.384615384617,616.0346153846153,1265.7623154444684,0.3466666666666667,2층,BOX,5,8,-1651,1096,601,2층 BOX2 7,18,29,1471
2층 BOX6 1,69,148,32666.666666666668,430.5514492753623,1040.8386509508662,0.46621621621621623,2층,BOX,6,1,-1386,558,383,2층 BOX1 2,22,26,1576
2층 BOX6 2,88,157,33954.545454545456,627.4910984848485,928.8888260061444,0.5605095541401274,2층,BOX,6,2,-1432,505,383,2층 BOX1 1,22,22,1586
2층 BOX6 3,63,136,30063.492063492064,687.0309523809524,1000.9059723758032,0.4632352941176471,2층,BOX,6,3,-1500,565,428,2층 BOX1 4,21,20,1524
2층 BOX6 4,75,149,32320.0,517.9979999999999,993.0177407081513,0.5033557046979866,2층,BOX,6,4,-1454,617,428,2층 BOX1 3,21,24,1515
2층 BOX6 5,71,146,33239.43661971831,640.9537558685446,1017.1690776221716,0.4863013698630137,2층,BOX,6,5,-1522,677,483,2층 BOX1 6,20,22,1472
2층 BOX6 6,78,161,31987.17948717949,626.0730769230769,1107.731278441779,0.484472049689441,2층,BOX,6,6,-1568,624,483,2층 BOX1 5,20,19,1479
2층 B블록1열 1,80,151,38700.0,724.06875,959.1383463237933,0.5298013245033113,2층,B블록,1,1,842,2281,633,2층 D블록1열 9,18,43,1981
2층 B블록1열 2,81,148,36851.851851851854,778.5166666666667,916.0243971893874,0.5472972972972973,2층,B블록,1,2,787,2286,633,2층 D블록1열 8,18,44,2005
2층 B블록1열 3,83,154,34493.97590361446,802.9682730923695,970.3477645042561,0.538961038961039,2층,B블록,1,3,732,2292,633,2층 D블록1열 7,18,44,2028
2층 B블록1열 4,72,139,22777.777777777777,804.9164351851852,916.6680757915468,0.5179856115107914,2층,B블록,1,4,677,2297,633,2층 D블록1열 6,18,45,2050
2층 B블록1열 5,89,158,28393.25842696629,851.074531835206,942.0973956679712,0.5632911392405063,2층,B블록,1,5,622,2302,633,2층 D블록1열 5,19,45,2070
2층 B블록1열 6,82,146,32365.853658536584,964.1166666666667,899.3126965145011,0.5616438356164384,2층,B블록,1,6,567,2305,633,2층 D블록1열 4,19,46,2089
2층 B블록1열 7,80,148,27575.0,796.8489583333333,917.3961051251672,0.5405405405405406,2층,B블록,1,7,511,2309,633,2층 D블록1열 3,19,46,2106
2층 B블록1열 8,77,147,32350.64935064935,753.4467532467532,932.7060055744649,0.5238095238095238,2층,B블록,1,8,456,2312,633,2층 D블록1열 2,19,47,2122
2층 B블록1열 9,81,156,39493.82716049383,753.0960905349795,1009.674177553389,0.5192307692307693,2층,B블록,1,9,401,2315,633,2층 D블록1열 1,19,47,2136
2층 B블록2열 1,72,151,26527.777777777777,737.5884259259259,1056.7997146989574,0.4768211920529801,2층,B블록,2,1,889,2377,675,2층 D블록2열 10,18,41,1959
2층 B블록2열 10,64,140,25046.875,761.4833333333333,1021.0751440140485,0.45714285714285713,2층,B블록,2,10,405,2415,675,2층 D블록2열 1,18,45,2119
2층 B블록2열 2,71,151,21070.422535211266,752.1307511737089,1072.0027340421593,0.47019867549668876,2층,B블록,2,2,835,2382,675,2층 D블록2열 9,18,42,1982
2층 B블록2열 3,80,157,26512.5,715.3508333333333,1036.790408020151,0.5095541401273885,2층,B블록,2,3,782,2387,675,2층 D블록2열 8,18,42,2003
2층 B블록2열 4,62,142,19532.25806451613,732.8,1071.288325336715,0.43661971830985913,2층,B블록,2,4,728,2393,675,2층 D블록2열 7,18,43,2024
2층 B블록2열 5,82,155,28121.951219512193,839.5989837398374,992.0966709220829,0.5290322580645161,2층,B블록,2,5,674,2398,675,2층 D블록2열 6,18,43,2043
2층 B블록2열 6,74,147,26932.432432432433,864.8646396396396,989.7664731582239,0.5034013605442177,2층,B블록,2,6,620,2402,675,2층 D블록2열 5,18,44,2061
2층 B블록2열 7,74,148,26648.64864864865,792.1227477477477,995.6687188616343,0.5,2층,B블록,2,7,566,2406,675,2층 D블록2열 4,18,44,2077
2층 B블록2열 8,71,147,29619.718309859156,735.3122065727699,1022.3339330382132,0.48299319727891155,2층,B블록,2,8,512,2409,675,2층 D블록2열 3,18,44,2093
2층 B블록2열 9,87,157,36298.85057471264,767.7371647509578,959.0791544658696,0.554140127388535,2층,B블록,2,9,459,2412,675,2층 D블록2열 2,18,45,2106
2층 B블록3열 1,72,156,30805.555555555555,660.2914351851852,1113.2421645922752,0.46153846153846156,2층,B블록,3,1,938,2473,717,2층 D블록3열 11,17,39,1940
2층 B블록3열 10,78,144,41089.743589743586,621.0617521367521,900.1095564686149,0.5416666666666666,2층,B블록,3,10,462,2512,717,2층 D블록3열 2,18,43,2093
2층 B블록3열 11,85,159,43388.23529411765,674.118431372549,995.8350987287685,0.5345911949685535,2층,B블록,3,11,409,2515,717,2층 D블록3열 1,18,43,2104
2층 B블록3열 2,70,149,26500.0,681.0319047619047,1061.307934984479,0.4697986577181208,2층,B블록,3,2,885,2478,717,2층 D블록3열 10,17,40,1961
2층 B블록3열 3,78,150,32756.410256410258,851.7923076923078,973.7682624114525,0.52,2층,B블록,3,3,832,2483,717,2층 D블록3열 9,17,40,1981
2층 B블록3열 4,67,145,21104.4776119403,772.889552238806,1044.8532466640272,0.46206896551724136,2층,B블록,3,4,780,2488,717,2층 D블록3열 8,17,41,2000
