,Ãþ,ºí·Ï,¿­,³Ñ¹ö,ÀüÃ¼_ÁÂ¼®,X,Y,Z
533,1Ãþ,Aºí·Ï,11,1,1Ãþ Aºí·Ï11¿­ 1,1773,1439,89
534,1Ãþ,Aºí·Ï,11,2,1Ãþ Aºí·Ï11¿­ 2,1724,1452,89
535,1Ãþ,Aºí·Ï,11,3,1Ãþ Aºí·Ï11¿­ 3,1675,1466,89
536,1Ãþ,Aºí·Ï,11,4,1Ãþ Aºí·Ï11¿­ 4,1626,1480,89
537,1Ãþ,Aºí·Ï,11,5,1Ãþ Aºí·Ï11¿­ 5,1570,1495,89
538,1Ãþ,Aºí·Ï,11,6,1Ãþ Aºí·Ï11¿­ 6,1521,1507,89
539,1Ãþ,Aºí·Ï,11,7,1Ãþ Aºí·Ï11¿­ 7,1471,1519,89
540,1Ãþ,Aºí·Ï,11,8,1Ãþ Aºí·Ï11¿­ 8,1421,1531,89
541,1Ãþ,Aºí·Ï,11,9,1Ãþ Aºí·Ï11¿­ 9,1368,1544,89
542,1Ãþ,Aºí·Ï,11,10,1Ãþ Aºí·Ï11¿­ 10,1315,1556,89
543,1Ãþ,Aºí·Ï,11,11,1Ãþ Aºí·Ï11¿­ 11,1265,1566,89
544,1Ãþ,Bºí·Ï,11,1,1Ãþ Bºí·Ï11¿­ 1,1113,1596,89
545,1Ãþ,Bºí·Ï,11,2,1Ãþ Bºí·Ï11¿­ 2,1060,1605,89
546,1Ãþ,Bºí·Ï,11,3,1Ãþ Bºí·Ï11¿­ 3,1008,1613,89
547,1Ãþ,Bºí·Ï,11,4,1Ãþ Bºí·Ï11¿­ 4,956,1622,89
548,1Ãþ,Bºí·Ï,11,5,1Ãþ Bºí·Ï11¿­ 5,904,1630,89
549,1Ãþ,Bºí·Ï,11,6,1Ãþ Bºí·Ï11¿­ 6,852,1637,89
550,1Ãþ,Bºí·Ï,11,7,1Ãþ Bºí·Ï11¿­ 7,800,1645,89
551,1Ãþ,Bºí·Ï,11,8,1Ãþ Bºí·Ï11¿­ 8,747,1652,89
552,1Ãþ,Bºí·Ï,11,9,1Ãþ Bºí·Ï11¿­ 9,695,1660,89
553,1Ãþ,Bºí·Ï,11,10,1Ãþ Bºí·Ï11¿­ 10,642,1664,89
554,1Ãþ,Bºí·Ï,11,11,1Ãþ Bºí·Ï11¿­ 11,590,1669,89
555,1Ãþ,Bºí·Ï,11,12,1Ãþ Bºí·Ï11¿­ 12,537,1674,89
556,1Ãþ,Cºí·Ï,11,1,1Ãþ Cºí·Ï11¿­ 1,386,1685,89
557,1Ãþ,Cºí·Ï,11,2,1Ãþ Cºí·Ï11¿­ 2,327,1688,89
558,1Ãþ,Cºí·Ï,11,3,1Ãþ Cºí·Ï11¿­ 3,267,1691,89
559,1Ãþ,Cºí·Ï,11,4,1Ãþ Cºí·Ï11¿­ 4,208,1694,89
560,1Ãþ,Cºí·Ï,11,5,1Ãþ Cºí·Ï11¿­ 5,148,1695,89
561,1Ãþ,Cºí·Ï,11,6,1Ãþ Cºí·Ï11¿­ 6,89,1696,89
562,1Ãþ,Cºí·Ï,11,7,1Ãþ Cºí·Ï11¿­ 7,29,1697,89
563,1Ãþ,Cºí·Ï,11,8,1Ãþ Cºí·Ï11¿­ 8,-29,1697,89
564,1Ãþ,Cºí·Ï,11,9,1Ãþ Cºí·Ï11¿­ 9,-89,1696,89
565,1Ãþ,Cºí·Ï,11,10,1Ãþ Cºí·Ï11¿­ 10,-148,1695,89
566,1Ãþ,Cºí·Ï,11,11,1Ãþ Cºí·Ï11¿­ 11,-208,1694,89
567,1Ãþ,Cºí·Ï,11,12,1Ãþ Cºí·Ï11¿­ 12,-267,1691,89
568,1Ãþ,Cºí·Ï,11,13,1Ãþ Cºí·Ï11¿­ 13,-327,1688,89
569,1Ãþ,Cºí·Ï,11,14,1Ãþ Cºí·Ï11¿­ 14,-386,1685,89
570,1Ãþ,Dºí·Ï,11,1,1Ãþ Dºí·Ï11¿­ 1,-537,1674,89
571,1Ãþ,Dºí·Ï,11,2,1Ãþ Dºí·Ï11¿­ 2,-590,1669,89
572,1Ãþ,Dºí·Ï,11,3,1Ãþ Dºí·Ï11¿­ 3,-642,1664,89
573,1Ãþ,Dºí·Ï,11,4,1Ãþ Dºí·Ï11¿­ 4,-695,1660,89
574,1Ãþ,Dºí·Ï,11,5,1Ãþ Dºí·Ï11¿­ 5,-747,1652,89
575,1Ãþ,Dºí·Ï,11,6,1Ãþ Dºí·Ï11¿­ 6,-800,1645,89
576,1Ãþ,Dºí·Ï,11,7,1Ãþ Dºí·Ï11¿­ 7,-852,1637,89
577,1Ãþ,Dºí·Ï,11,8,1Ãþ Dºí·Ï11¿­ 8,-904,1630,89
578,1Ãþ,Dºí·Ï,11,9,1Ãþ Dºí·Ï11¿­ 9,-956,1622,89
579,1Ãþ,Dºí·Ï,11,10,1Ãþ Dºí·Ï11¿­ 10,-1008,1613,89
580,1Ãþ,Dºí·Ï,11,11,1Ãþ Dºí·Ï11¿­ 11,-1060,1605,89
581,1Ãþ,Dºí·Ï,11,12,1Ãþ Dºí·Ï11¿­ 12,-1113,1596,89
582,1Ãþ,Eºí·Ï,11,1,1Ãþ Eºí·Ï11¿­ 1,-1265,1566,89
583,1Ãþ,Eºí·Ï,11,2,1Ãþ Eºí·Ï11¿­ 2,-1315,1556,89
584,1Ãþ,Eºí·Ï,11,3,1Ãþ Eºí·Ï11¿­ 3,-1368,1544,89
585,1Ãþ,Eºí·Ï,11,4,1Ãþ Eºí·Ï11¿­ 4,-1421,1531,89
586,1Ãþ,Eºí·Ï,11,5,1Ãþ Eºí·Ï11¿­ 5,-1471,1519,89
587,1Ãþ,Eºí·Ï,11,6,1Ãþ Eºí·Ï11¿­ 6,-1521,1507,89
588,1Ãþ,Eºí·Ï,11,7,1Ãþ Eºí·Ï11¿­ 7,-1570,1495,89
589,1Ãþ,Eºí·Ï,11,8,1Ãþ Eºí·Ï11¿­ 8,-1626,1480,89
590,1Ãþ,Eºí·Ï,11,9,1Ãþ Eºí·Ï11¿­ 9,-1675,1466,89
591,1Ãþ,Eºí·Ï,11,10,1Ãþ Eºí·Ï11¿­ 10,-1724,1452,89
592,1Ãþ,Eºí·Ï,11,11,1Ãþ Eºí·Ï11¿­ 11,-1773,1439,89
593,1Ãþ,Aºí·Ï,12,1,1Ãþ Aºí·Ï12¿­ 1,1813,1526,109
594,1Ãþ,Aºí·Ï,12,2,1Ãþ Aºí·Ï12¿­ 2,1765,1540,109
595,1Ãþ,Aºí·Ï,12,3,1Ãþ Aºí·Ï12¿­ 3,1717,1553,109
596,1Ãþ,Aºí·Ï,12,4,1Ãþ Aºí·Ï12¿­ 4,1668,1567,109
597,1Ãþ,Aºí·Ï,12,5,1Ãþ Aºí·Ï12¿­ 5,1620,1581,109
598,1Ãþ,Aºí·Ï,12,6,1Ãþ Aºí·Ï12¿­ 6,1572,1593,109
599,1Ãþ,Aºí·Ï,12,7,1Ãþ Aºí·Ï12¿­ 7,1523,1604,109
600,1Ãþ,Aºí·Ï,12,8,1Ãþ Aºí·Ï12¿­ 8,1475,1616,109
601,1Ãþ,Aºí·Ï,12,9,1Ãþ Aºí·Ï12¿­ 9,1426,1628,109
602,1Ãþ,Aºí·Ï,12,10,1Ãþ Aºí·Ï12¿­ 10,1378,1640,109
603,1Ãþ,Aºí·Ï,12,11,1Ãþ Aºí·Ï12¿­ 11,1329,1650,109
604,1Ãþ,Aºí·Ï,12,12,1Ãþ Aºí·Ï12¿­ 12,1280,1660,109
605,1Ãþ,Bºí·Ï,12,1,1Ãþ Bºí·Ï12¿­ 1,1127,1690,109
606,1Ãþ,Bºí·Ï,12,2,1Ãþ Bºí·Ï12¿­ 2,1074,1699,109
607,1Ãþ,Bºí·Ï,12,3,1Ãþ Bºí·Ï12¿­ 3,1021,1707,109
608,1Ãþ,Bºí·Ï,12,4,1Ãþ Bºí·Ï12¿­ 4,969,1716,109
609,1Ãþ,Bºí·Ï,12,5,1Ãþ Bºí·Ï12¿­ 5,916,1724,109
610,1Ãþ,Bºí·Ï,12,6,1Ãþ Bºí·Ï12¿­ 6,863,1732,109
611,1Ãþ,Bºí·Ï,12,7,1Ãþ Bºí·Ï12¿­ 7,810,1739,109
612,1Ãþ,Bºí·Ï,12,8,1Ãþ Bºí·Ï12¿­ 8,757,1746,109
613,1Ãþ,Bºí·Ï,12,9,1Ãþ Bºí·Ï12¿­ 9,704,1754,109
614,1Ãþ,Bºí·Ï,12,10,1Ãþ Bºí·Ï12¿­ 10,651,1759,109
615,1Ãþ,Bºí·Ï,12,11,1Ãþ Bºí·Ï12¿­ 11,597,1764,109
616,1Ãþ,Bºí·Ï,12,12,1Ãþ Bºí·Ï12¿­ 12,544,1768,109
617,1Ãþ,Cºí·Ï,12,1,1Ãþ Cºí·Ï12¿­ 1,390,1780,109
618,1Ãþ,Cºí·Ï,12,2,1Ãþ Cºí·Ï12¿­ 2,330,1783,109
619,1Ãþ,Cºí·Ï,12,3,1Ãþ Cºí·Ï12¿­ 3,270,1786,109
620,1Ãþ,Cºí·Ï,12,4,1Ãþ Cºí·Ï12¿­ 4,210,1789,109
621,1Ãþ,Cºí·Ï,12,5,1Ãþ Cºí·Ï12¿­ 5,150,1790,109
622,1Ãþ,Cºí·Ï,12,6,1Ãþ Cºí·Ï12¿­ 6,90,1791,109
623,1Ãþ,Cºí·Ï,12,7,1Ãþ Cºí·Ï12¿­ 7,30,1792,109
624,1Ãþ,Cºí·Ï,12,8,1Ãþ Cºí·Ï12¿­ 8,-30,1792,109
625,1Ãþ,Cºí·Ï,12,9,1Ãþ Cºí·Ï12¿­ 9,-90,1791,109
626,1Ãþ,Cºí·Ï,12,10,1Ãþ Cºí·Ï12¿­ 10,-150,1790,109
627,1Ãþ,Cºí·Ï,12,11,1Ãþ Cºí·Ï12¿­ 11,-210,1789,109
628,1Ãþ,Cºí·Ï,12,12,1Ãþ Cºí·Ï12¿­ 12,-270,1786,109
629,1Ãþ,Cºí·Ï,12,13,1Ãþ Cºí·Ï12¿­ 13,-330,1783,109
630,1Ãþ,Cºí·Ï,12,14,1Ãþ Cºí·Ï12¿­ 14,-390,1780,109
631,1Ãþ,Dºí·Ï,12,1,1Ãþ Dºí·Ï12¿­ 1,-544,1768,109
632,1Ãþ,Dºí·Ï,12,2,1Ãþ Dºí·Ï12¿­ 2,-597,1764,109
633,1Ãþ,Dºí·Ï,12,3,1Ãþ Dºí·Ï12¿­ 3,-651,1759,109
634,1Ãþ,Dºí·Ï,12,4,1Ãþ Dºí·Ï12¿­ 4,-704,1754,109
635,1Ãþ,Dºí·Ï,12,5,1Ãþ Dºí·Ï12¿­ 5,-757,1746,109
636,1Ãþ,Dºí·Ï,12,6,1Ãþ Dºí·Ï12¿­ 6,-810,1739,109
637,1Ãþ,Dºí·Ï,12,7,1Ãþ Dºí·Ï12¿­ 7,-863,1732,109
638,1Ãþ,Dºí·Ï,12,8,1Ãþ Dºí·Ï12¿­ 8,-916,1724,109
639,1Ãþ,Dºí·Ï,12,9,1Ãþ Dºí·Ï12¿­ 9,-969,1716,109
640,1Ãþ,Dºí·Ï,12,10,1Ãþ Dºí·Ï12¿­ 10,-1021,1707,109
641,1Ãþ,Dºí·Ï,12,11,1Ãþ Dºí·Ï12¿­ 11,-1074,1699,109
642,1Ãþ,Dºí·Ï,12,12,1Ãþ Dºí·Ï12¿­ 12,-1127,1690,109
643,1Ãþ,Eºí·Ï,12,1,1Ãþ Eºí·Ï12¿­ 1,-1280,1660,109
644,1Ãþ,Eºí·Ï,12,2,1Ãþ Eºí·Ï12¿­ 2,-1329,1650,109
645,1Ãþ,Eºí·Ï,12,3,1Ãþ Eºí·Ï12¿­ 3,-1378,1640,109
646,1Ãþ,Eºí·Ï,12,4,1Ãþ Eºí·Ï12¿­ 4,-1426,1628,109
647,1Ãþ,Eºí·Ï,12,5,1Ãþ Eºí·Ï12¿­ 5,-1475,1616,109
648,1Ãþ,Eºí·Ï,12,6,1Ãþ Eºí·Ï12¿­ 6,-1523,1604,109
649,1Ãþ,Eºí·Ï,12,7,1Ãþ Eºí·Ï12¿­ 7,-1572,1593,109
650,1Ãþ,Eºí·Ï,12,8,1Ãþ Eºí·Ï12¿­ 8,-1620,1581,109
651,1Ãþ,Eºí·Ï,12,9,1Ãþ Eºí·Ï12¿­ 9,-1668,1567,109
652,1Ãþ,Eºí·Ï,12,10,1Ãþ Eºí·Ï12¿­ 10,-1717,1553,109
653,1Ãþ,Eºí·Ï,12,11,1Ãþ Eºí·Ï12¿­ 11,-1765,1540,109
654,1Ãþ,Eºí·Ï,12,12,1Ãþ Eºí·Ï12¿­ 12,-1813,1526,109
655,1Ãþ,Aºí·Ï,13,1,1Ãþ Aºí·Ï13¿­ 1,1838,1618,130
656,1Ãþ,Aºí·Ï,13,2,1Ãþ Aºí·Ï13¿­ 2,1790,1631,130
657,1Ãþ,Aºí·Ï,13,3,1Ãþ Aºí·Ï13¿­ 3,1742,1645,130
658,1Ãþ,Aºí·Ï,13,4,1Ãþ Aºí·Ï13¿­ 4,1694,1658,130
659,1Ãþ,Aºí·Ï,13,5,1Ãþ Aºí·Ï13¿­ 5,1646,1672,130
660,1Ãþ,Aºí·Ï,13,6,1Ãþ Aºí·Ï13¿­ 6,1594,1685,130
661,1Ãþ,Aºí·Ï,13,7,1Ãþ Aºí·Ï13¿­ 7,1546,1697,130
662,1Ãþ,Aºí·Ï,13,8,1Ãþ Aºí·Ï13¿­ 8,1497,1708,130
663,1Ãþ,Aºí·Ï,13,9,1Ãþ Aºí·Ï13¿­ 9,1449,1720,130
664,1Ãþ,Aºí·Ï,13,10,1Ãþ Aºí·Ï13¿­ 10,1400,1732,130
665,1Ãþ,Aºí·Ï,13,11,1Ãþ Aºí·Ï13¿­ 11,1347,1743,130
666,1Ãþ,Aºí·Ï,13,12,1Ãþ Aºí·Ï13¿­ 12,1298,1753,130
667,1Ãþ,Bºí·Ï,13,1,1Ãþ Bºí·Ï13¿­ 1,1144,1783,130
668,1Ãþ,Bºí·Ï,13,2,1Ãþ Bºí·Ï13¿­ 2,1090,1792,130
669,1Ãþ,Bºí·Ï,13,3,1Ãþ Bºí·Ï13¿­ 3,1035,1802,130
670,1Ãþ,Bºí·Ï,13,4,1Ãþ Bºí·Ï13¿­ 4,981,1811,130
671,1Ãþ,Bºí·Ï,13,5,1Ãþ Bºí·Ï13¿­ 5,929,1818,130
672,1Ãþ,Bºí·Ï,13,6,1Ãþ Bºí·Ï13¿­ 6,875,1826,130
673,1Ãþ,Bºí·Ï,13,7,1Ãþ Bºí·Ï13¿­ 7,820,1834,130
674,1Ãþ,Bºí·Ï,13,8,1Ãþ Bºí·Ï13¿­ 8,766,1841,130
675,1Ãþ,Bºí·Ï,13,9,1Ãþ Bºí·Ï13¿­ 9,711,1849,130
676,1Ãþ,Bºí·Ï,13,10,1Ãþ Bºí·Ï13¿­ 10,661,1853,130
677,1Ãþ,Bºí·Ï,13,11,1Ãþ Bºí·Ï13¿­ 11,606,1858,130
678,1Ãþ,Bºí·Ï,13,12,1Ãþ Bºí·Ï13¿­ 12,552,1863,130
679,1Ãþ,Cºí·Ï,13,1,1Ãþ Cºí·Ï13¿­ 1,396,1875,130
680,1Ãþ,Cºí·Ï,13,2,1Ãþ Cºí·Ï13¿­ 2,335,1878,130
681,1Ãþ,Cºí·Ï,13,3,1Ãþ Cºí·Ï13¿­ 3,274,1881,130
682,1Ãþ,Cºí·Ï,13,4,1Ãþ Cºí·Ï13¿­ 4,213,1884,130
683,1Ãþ,Cºí·Ï,13,5,1Ãþ Cºí·Ï13¿­ 5,152,1885,130
684,1Ãþ,Cºí·Ï,13,6,1Ãþ Cºí·Ï13¿­ 6,91,1886,130
685,1Ãþ,Cºí·Ï,13,7,1Ãþ Cºí·Ï13¿­ 7,30,1887,130
686,1Ãþ,Cºí·Ï,13,8,1Ãþ Cºí·Ï13¿­ 8,-30,1887,130
687,1Ãþ,Cºí·Ï,13,9,1Ãþ Cºí·Ï13¿­ 9,-91,1886,130
688,1Ãþ,Cºí·Ï,13,10,1Ãþ Cºí·Ï13¿­ 10,-152,1885,130
689,1Ãþ,Cºí·Ï,13,11,1Ãþ Cºí·Ï13¿­ 11,-213,1884,130
690,1Ãþ,Cºí·Ï,13,12,1Ãþ Cºí·Ï13¿­ 12,-274,1881,130
691,1Ãþ,Cºí·Ï,13,13,1Ãþ Cºí·Ï13¿­ 13,-335,1878,130
692,1Ãþ,Cºí·Ï,13,14,1Ãþ Cºí·Ï13¿­ 14,-396,1875,130
693,1Ãþ,Dºí·Ï,13,1,1Ãþ Dºí·Ï13¿­ 1,-552,1863,130
694,1Ãþ,Dºí·Ï,13,2,1Ãþ Dºí·Ï13¿­ 2,-606,1858,130
695,1Ãþ,Dºí·Ï,13,3,1Ãþ Dºí·Ï13¿­ 3,-661,1853,130
696,1Ãþ,Dºí·Ï,13,4,1Ãþ Dºí·Ï13¿­ 4,-711,1849,130
697,1Ãþ,Dºí·Ï,13,5,1Ãþ Dºí·Ï13¿­ 5,-766,1841,130
698,1Ãþ,Dºí·Ï,13,6,1Ãþ Dºí·Ï13¿­ 6,-820,1834,130
699,1Ãþ,Dºí·Ï,13,7,1Ãþ Dºí·Ï13¿­ 7,-875,1826,130
700,1Ãþ,Dºí·Ï,13,8,1Ãþ Dºí·Ï13¿­ 8,-929,1818,130
701,1Ãþ,Dºí·Ï,13,9,1Ãþ Dºí·Ï13¿­ 9,-981,1811,130
702,1Ãþ,Dºí·Ï,13,10,1Ãþ Dºí·Ï13¿­ 10,-1035,1802,130
703,1Ãþ,Dºí·Ï,13,11,1Ãþ Dºí·Ï13¿­ 11,-1090,1792,130
704,1Ãþ,Dºí·Ï,13,12,1Ãþ Dºí·Ï13¿­ 12,-1144,1783,130
705,1Ãþ,Eºí·Ï,13,1,1Ãþ Eºí·Ï13¿­ 1,-1298,1753,130
706,1Ãþ,Eºí·Ï,13,2,1Ãþ Eºí·Ï13¿­ 2,-1347,1743,130
707,1Ãþ,Eºí·Ï,13,3,1Ãþ Eºí·Ï13¿­ 3,-1400,1732,130
708,1Ãþ,Eºí·Ï,13,4,1Ãþ Eºí·Ï13¿­ 4,-1449,1720,130
709,1Ãþ,Eºí·Ï,13,5,1Ãþ Eºí·Ï13¿­ 5,-1497,1708,130
710,1Ãþ,Eºí·Ï,13,6,1Ãþ Eºí·Ï13¿­ 6,-1546,1697,130
711,1Ãþ,Eºí·Ï,13,7,1Ãþ Eºí·Ï13¿­ 7,-1594,1685,130
712,1Ãþ,Eºí·Ï,13,8,1Ãþ Eºí·Ï13¿­ 8,-1646,1672,130
713,1Ãþ,Eºí·Ï,13,9,1Ãþ Eºí·Ï13¿­ 9,-1694,1658,130
714,1Ãþ,Eºí·Ï,13,10,1Ãþ Eºí·Ï13¿­ 10,-1742,1645,130
715,1Ãþ,Eºí·Ï,13,11,1Ãþ Eºí·Ï13¿­ 11,-1790,1631,130
716,1Ãþ,Eºí·Ï,13,12,1Ãþ Eºí·Ï13¿­ 12,-1838,1618,130
717,1Ãþ,Bºí·Ï,14,1,1Ãþ Bºí·Ï14¿­ 1,1159,1877,151
718,1Ãþ,Bºí·Ï,14,2,1Ãþ Bºí·Ï14¿­ 2,1105,1886,151
719,1Ãþ,Bºí·Ï,14,3,1Ãþ Bºí·Ï14¿­ 3,1051,1895,151
720,1Ãþ,Bºí·Ï,14,4,1Ãþ Bºí·Ï14¿­ 4,996,1904,151
721,1Ãþ,Bºí·Ï,14,5,1Ãþ Bºí·Ï14¿­ 5,942,1913,151
722,1Ãþ,Bºí·Ï,14,6,1Ãþ Bºí·Ï14¿­ 6,888,1920,151
723,1Ãþ,Bºí·Ï,14,7,1Ãþ Bºí·Ï14¿­ 7,833,1928,151
724,1Ãþ,Bºí·Ï,14,8,1Ãþ Bºí·Ï14¿­ 8,779,1935,151
725,1Ãþ,Bºí·Ï,14,9,1Ãþ Bºí·Ï14¿­ 9,724,1943,151
726,1Ãþ,Bºí·Ï,14,10,1Ãþ Bºí·Ï14¿­ 10,669,1948,151
727,1Ãþ,Bºí·Ï,14,11,1Ãþ Bºí·Ï14¿­ 11,615,1953,151
728,1Ãþ,Bºí·Ï,14,12,1Ãþ Bºí·Ï14¿­ 12,560,1958,151
729,1Ãþ,Cºí·Ï,14,1,1Ãþ Cºí·Ï14¿­ 1,402,1969,151
730,1Ãþ,Cºí·Ï,14,2,1Ãþ Cºí·Ï14¿­ 2,340,1973,151
731,1Ãþ,Cºí·Ï,14,3,1Ãþ Cºí·Ï14¿­ 3,278,1976,151
732,1Ãþ,Cºí·Ï,14,4,1Ãþ Cºí·Ï14¿­ 4,216,1979,151
733,1Ãþ,Cºí·Ï,14,5,1Ãþ Cºí·Ï14¿­ 5,154,1980,151
734,1Ãþ,Cºí·Ï,14,6,1Ãþ Cºí·Ï14¿­ 6,92,1981,151
735,1Ãþ,Cºí·Ï,14,7,1Ãþ Cºí·Ï14¿­ 7,30,1982,151
736,1Ãþ,Cºí·Ï,14,8,1Ãþ Cºí·Ï14¿­ 8,-30,1982,151
737,1Ãþ,Cºí·Ï,14,9,1Ãþ Cºí·Ï14¿­ 9,-92,1981,151
738,1Ãþ,Cºí·Ï,14,10,1Ãþ Cºí·Ï14¿­ 10,-154,1980,151
739,1Ãþ,Cºí·Ï,14,11,1Ãþ Cºí·Ï14¿­ 11,-216,1979,151
740,1Ãþ,Cºí·Ï,14,12,1Ãþ Cºí·Ï14¿­ 12,-278,1976,151
741,1Ãþ,Cºí·Ï,14,13,1Ãþ Cºí·Ï14¿­ 13,-340,1973,151
742,1Ãþ,Cºí·Ï,14,14,1Ãþ Cºí·Ï14¿­ 14,-402,1969,151
743,1Ãþ,Dºí·Ï,14,1,1Ãþ Dºí·Ï14¿­ 1,-560,1958,151
744,1Ãþ,Dºí·Ï,14,2,1Ãþ Dºí·Ï14¿­ 2,-615,1953,151
745,1Ãþ,Dºí·Ï,14,3,1Ãþ Dºí·Ï14¿­ 3,-669,1948,151
746,1Ãþ,Dºí·Ï,14,4,1Ãþ Dºí·Ï14¿­ 4,-724,1943,151
747,1Ãþ,Dºí·Ï,14,5,1Ãþ Dºí·Ï14¿­ 5,-779,1935,151
748,1Ãþ,Dºí·Ï,14,6,1Ãþ Dºí·Ï14¿­ 6,-833,1928,151
749,1Ãþ,Dºí·Ï,14,7,1Ãþ Dºí·Ï14¿­ 7,-888,1920,151
750,1Ãþ,Dºí·Ï,14,8,1Ãþ Dºí·Ï14¿­ 8,-942,1913,151
751,1Ãþ,Dºí·Ï,14,9,1Ãþ Dºí·Ï14¿­ 9,-996,1904,151
752,1Ãþ,Dºí·Ï,14,10,1Ãþ Dºí·Ï14¿­ 10,-1051,1895,151
753,1Ãþ,Dºí·Ï,14,11,1Ãþ Dºí·Ï14¿­ 11,-1105,1886,151
754,1Ãþ,Dºí·Ï,14,12,1Ãþ Dºí·Ï14¿­ 12,-1159,1877,151
755,1Ãþ,Aºí·Ï,15,1,1Ãþ Aºí·Ï15¿­ 1,1878,1829,172
756,1Ãþ,Aºí·Ï,15,2,1Ãþ Aºí·Ï15¿­ 2,1830,1843,172
757,1Ãþ,Aºí·Ï,15,3,1Ãþ Aºí·Ï15¿­ 3,1782,1856,172
758,1Ãþ,Aºí·Ï,15,4,1Ãþ Aºí·Ï15¿­ 4,1733,1869,172
759,1Ãþ,Aºí·Ï,15,5,1Ãþ Aºí·Ï15¿­ 5,1685,1883,172
760,1Ãþ,Aºí·Ï,15,6,1Ãþ Aºí·Ï15¿­ 6,1634,1896,172
761,1Ãþ,Aºí·Ï,15,7,1Ãþ Aºí·Ï15¿­ 7,1585,1908,172
762,1Ãþ,Aºí·Ï,15,8,1Ãþ Aºí·Ï15¿­ 8,1537,1920,172
763,1Ãþ,Aºí·Ï,15,9,1Ãþ Aºí·Ï15¿­ 9,1488,1932,172
764,1Ãþ,Aºí·Ï,15,10,1Ãþ Aºí·Ï15¿­ 10,1439,1943,172
765,1Ãþ,Aºí·Ï,15,11,1Ãþ Aºí·Ï15¿­ 11,1387,1954,172
766,1Ãþ,Aºí·Ï,15,12,1Ãþ Aºí·Ï15¿­ 12,1338,1964,172
767,1Ãþ,Bºí·Ï,15,1,1Ãþ Bºí·Ï15¿­ 1,1180,1995,172
768,1Ãþ,Bºí·Ï,15,2,1Ãþ Bºí·Ï15¿­ 2,1129,2004,172
769,1Ãþ,Bºí·Ï,15,3,1Ãþ Bºí·Ï15¿­ 3,1078,2012,172
770,1Ãþ,Bºí·Ï,15,4,1Ãþ Bºí·Ï15¿­ 4,1028,2020,172
771,1Ãþ,Bºí·Ï,15,5,1Ãþ Bºí·Ï15¿­ 5,977,2029,172
772,1Ãþ,Bºí·Ï,15,6,1Ãþ Bºí·Ï15¿­ 6,926,2036,172
773,1Ãþ,Bºí·Ï,15,7,1Ãþ Bºí·Ï15¿­ 7,875,2043,172
774,1Ãþ,Bºí·Ï,15,8,1Ãþ Bºí·Ï15¿­ 8,824,2050,172
775,1Ãþ,Bºí·Ï,15,9,1Ãþ Bºí·Ï15¿­ 9,773,2057,172
776,1Ãþ,Bºí·Ï,15,10,1Ãþ Bºí·Ï15¿­ 10,722,2064,172
777,1Ãþ,Bºí·Ï,15,11,1Ãþ Bºí·Ï15¿­ 11,670,2068,172
778,1Ãþ,Bºí·Ï,15,12,1Ãþ Bºí·Ï15¿­ 12,619,2073,172
779,1Ãþ,Bºí·Ï,15,13,1Ãþ Bºí·Ï15¿­ 13,568,2077,172
780,1Ãþ,Cºí·Ï,15,1,1Ãþ Cºí·Ï15¿­ 1,406,2089,172
781,1Ãþ,Cºí·Ï,15,2,1Ãþ Cºí·Ï15¿­ 2,344,2093,172
782,1Ãþ,Cºí·Ï,15,3,1Ãþ Cºí·Ï15¿­ 3,281,2096,172
783,1Ãþ,Cºí·Ï,15,4,1Ãþ Cºí·Ï15¿­ 4,219,2099,172
784,1Ãþ,Cºí·Ï,15,5,1Ãþ Cºí·Ï15¿­ 5,156,2100,172
785,1Ãþ,Cºí·Ï,15,6,1Ãþ Cºí·Ï15¿­ 6,94,2101,172
786,1Ãþ,Cºí·Ï,15,7,1Ãþ Cºí·Ï15¿­ 7,31,2102,172
787,1Ãþ,Cºí·Ï,15,8,1Ãþ Cºí·Ï15¿­ 8,-31,2102,172
788,1Ãþ,Cºí·Ï,15,9,1Ãþ Cºí·Ï15¿­ 9,-94,2101,172
789,1Ãþ,Cºí·Ï,15,10,1Ãþ Cºí·Ï15¿­ 10,-156,2100,172
790,1Ãþ,Cºí·Ï,15,11,1Ãþ Cºí·Ï15¿­ 11,-219,2099,172
791,1Ãþ,Cºí·Ï,15,12,1Ãþ Cºí·Ï15¿­ 12,-281,2096,172
792,1Ãþ,Cºí·Ï,15,13,1Ãþ Cºí·Ï15¿­ 13,-344,2093,172
793,1Ãþ,Cºí·Ï,15,14,1Ãþ Cºí·Ï15¿­ 14,-406,2089,172
794,1Ãþ,Dºí·Ï,15,1,1Ãþ Dºí·Ï15¿­ 1,-585,2077,172
795,1Ãþ,Dºí·Ï,15,2,1Ãþ Dºí·Ï15¿­ 2,-637,2073,172
796,1Ãþ,Dºí·Ï,15,3,1Ãþ Dºí·Ï15¿­ 3,-689,2068,172
797,1Ãþ,Dºí·Ï,15,4,1Ãþ Dºí·Ï15¿­ 4,-742,2064,172
798,1Ãþ,Dºí·Ï,15,5,1Ãþ Dºí·Ï15¿­ 5,-794,2057,172
799,1Ãþ,Dºí·Ï,15,6,1Ãþ Dºí·Ï15¿­ 6,-846,2050,172
800,1Ãþ,Dºí·Ï,15,7,1Ãþ Dºí·Ï15¿­ 7,-898,2043,172
