Ãþ,ºí·Ï,¿­,³Ñ¹ö,ÀüÃ¼_ÁÂ¼®
1Ãþ,Cºí·Ï,15,13,1Ãþ Cºí·Ï15¿­ 13
1Ãþ,Cºí·Ï,15,14,1Ãþ Cºí·Ï15¿­ 14
1Ãþ,Cºí·Ï,16,1,1Ãþ Cºí·Ï16¿­ 1
1Ãþ,Cºí·Ï,16,2,1Ãþ Cºí·Ï16¿­ 2
1Ãþ,Cºí·Ï,16,3,1Ãþ Cºí·Ï16¿­ 3
1Ãþ,Cºí·Ï,16,4,1Ãþ Cºí·Ï16¿­ 4
1Ãþ,Cºí·Ï,16,5,1Ãþ Cºí·Ï16¿­ 5
1Ãþ,Cºí·Ï,16,6,1Ãþ Cºí·Ï16¿­ 6
1Ãþ,Cºí·Ï,16,7,1Ãþ Cºí·Ï16¿­ 7
1Ãþ,Cºí·Ï,16,8,1Ãþ Cºí·Ï16¿­ 8
1Ãþ,Cºí·Ï,16,9,1Ãþ Cºí·Ï16¿­ 9
1Ãþ,Cºí·Ï,16,10,1Ãþ Cºí·Ï16¿­ 10
1Ãþ,Cºí·Ï,16,11,1Ãþ Cºí·Ï16¿­ 11
1Ãþ,Cºí·Ï,16,12,1Ãþ Cºí·Ï16¿­ 12
1Ãþ,Cºí·Ï,16,13,1Ãþ Cºí·Ï16¿­ 13
1Ãþ,Cºí·Ï,16,14,1Ãþ Cºí·Ï16¿­ 14
1Ãþ,Cºí·Ï,16,15,1Ãþ Cºí·Ï16¿­ 15
1Ãþ,Cºí·Ï,17,1,1Ãþ Cºí·Ï17¿­ 1
1Ãþ,Cºí·Ï,17,2,1Ãþ Cºí·Ï17¿­ 2
1Ãþ,Cºí·Ï,17,3,1Ãþ Cºí·Ï17¿­ 3
1Ãþ,Cºí·Ï,17,4,1Ãþ Cºí·Ï17¿­ 4
1Ãþ,Cºí·Ï,17,5,1Ãþ Cºí·Ï17¿­ 5
1Ãþ,Cºí·Ï,17,6,1Ãþ Cºí·Ï17¿­ 6
1Ãþ,Cºí·Ï,17,7,1Ãþ Cºí·Ï17¿­ 7
1Ãþ,Cºí·Ï,17,8,1Ãþ Cºí·Ï17¿­ 8
1Ãþ,Cºí·Ï,17,9,1Ãþ Cºí·Ï17¿­ 9
1Ãþ,Cºí·Ï,17,10,1Ãþ Cºí·Ï17¿­ 10
1Ãþ,Cºí·Ï,17,11,1Ãþ Cºí·Ï17¿­ 11
1Ãþ,Cºí·Ï,17,12,1Ãþ Cºí·Ï17¿­ 12
1Ãþ,Cºí·Ï,17,13,1Ãþ Cºí·Ï17¿­ 13
1Ãþ,Cºí·Ï,17,14,1Ãþ Cºí·Ï17¿­ 14
1Ãþ,Cºí·Ï,17,15,1Ãþ Cºí·Ï17¿­ 15
1Ãþ,Cºí·Ï,18,1,1Ãþ Cºí·Ï18¿­ 1
1Ãþ,Cºí·Ï,18,2,1Ãþ Cºí·Ï18¿­ 2
1Ãþ,Cºí·Ï,18,3,1Ãþ Cºí·Ï18¿­ 3
1Ãþ,Cºí·Ï,18,4,1Ãþ Cºí·Ï18¿­ 4
1Ãþ,Cºí·Ï,18,5,1Ãþ Cºí·Ï18¿­ 5
1Ãþ,Cºí·Ï,18,6,1Ãþ Cºí·Ï18¿­ 6
1Ãþ,Cºí·Ï,18,7,1Ãþ Cºí·Ï18¿­ 7
1Ãþ,Cºí·Ï,18,8,1Ãþ Cºí·Ï18¿­ 8
1Ãþ,Cºí·Ï,18,9,1Ãþ Cºí·Ï18¿­ 9
1Ãþ,Cºí·Ï,18,10,1Ãþ Cºí·Ï18¿­ 10
1Ãþ,Cºí·Ï,18,11,1Ãþ Cºí·Ï18¿­ 11
1Ãþ,Cºí·Ï,18,12,1Ãþ Cºí·Ï18¿­ 12
1Ãþ,Cºí·Ï,18,13,1Ãþ Cºí·Ï18¿­ 13
1Ãþ,Cºí·Ï,18,14,1Ãþ Cºí·Ï18¿­ 14
1Ãþ,Cºí·Ï,18,15,1Ãþ Cºí·Ï18¿­ 15
1Ãþ,Cºí·Ï,19,1,1Ãþ Cºí·Ï19¿­ 1
1Ãþ,Cºí·Ï,19,2,1Ãþ Cºí·Ï19¿­ 2
1Ãþ,Cºí·Ï,19,3,1Ãþ Cºí·Ï19¿­ 3
1Ãþ,Cºí·Ï,19,4,1Ãþ Cºí·Ï19¿­ 4
1Ãþ,Cºí·Ï,19,5,1Ãþ Cºí·Ï19¿­ 5
1Ãþ,Cºí·Ï,19,6,1Ãþ Cºí·Ï19¿­ 6
1Ãþ,Cºí·Ï,19,7,1Ãþ Cºí·Ï19¿­ 7
1Ãþ,Cºí·Ï,19,8,1Ãþ Cºí·Ï19¿­ 8
1Ãþ,Cºí·Ï,19,9,1Ãþ Cºí·Ï19¿­ 9
1Ãþ,Cºí·Ï,19,10,1Ãþ Cºí·Ï19¿­ 10
1Ãþ,Cºí·Ï,19,11,1Ãþ Cºí·Ï19¿­ 11
1Ãþ,Cºí·Ï,19,12,1Ãþ Cºí·Ï19¿­ 12
1Ãþ,Cºí·Ï,19,13,1Ãþ Cºí·Ï19¿­ 13
1Ãþ,Cºí·Ï,19,14,1Ãþ Cºí·Ï19¿­ 14
1Ãþ,Cºí·Ï,19,15,1Ãþ Cºí·Ï19¿­ 15
1Ãþ,Cºí·Ï,20,1,1Ãþ Cºí·Ï20¿­ 1
1Ãþ,Cºí·Ï,20,2,1Ãþ Cºí·Ï20¿­ 2
1Ãþ,Cºí·Ï,20,3,1Ãþ Cºí·Ï20¿­ 3
1Ãþ,Cºí·Ï,20,4,1Ãþ Cºí·Ï20¿­ 4
1Ãþ,Cºí·Ï,20,5,1Ãþ Cºí·Ï20¿­ 5
1Ãþ,Cºí·Ï,20,6,1Ãþ Cºí·Ï20¿­ 6
1Ãþ,Cºí·Ï,20,7,1Ãþ Cºí·Ï20¿­ 7
1Ãþ,Cºí·Ï,20,8,1Ãþ Cºí·Ï20¿­ 8
1Ãþ,Cºí·Ï,20,9,1Ãþ Cºí·Ï20¿­ 9
1Ãþ,Cºí·Ï,20,10,1Ãþ Cºí·Ï20¿­ 10
1Ãþ,Cºí·Ï,20,11,1Ãþ Cºí·Ï20¿­ 11
1Ãþ,Cºí·Ï,20,12,1Ãþ Cºí·Ï20¿­ 12
1Ãþ,Cºí·Ï,20,13,1Ãþ Cºí·Ï20¿­ 13
1Ãþ,Cºí·Ï,20,14,1Ãþ Cºí·Ï20¿­ 14
1Ãþ,Cºí·Ï,20,15,1Ãþ Cºí·Ï20¿­ 15
1Ãþ,Cºí·Ï,21,1,1Ãþ Cºí·Ï21¿­ 1
1Ãþ,Cºí·Ï,21,2,1Ãþ Cºí·Ï21¿­ 2
1Ãþ,Cºí·Ï,21,3,1Ãþ Cºí·Ï21¿­ 3
1Ãþ,Cºí·Ï,21,4,1Ãþ Cºí·Ï21¿­ 4
1Ãþ,Cºí·Ï,21,5,1Ãþ Cºí·Ï21¿­ 5
1Ãþ,Cºí·Ï,21,6,1Ãþ Cºí·Ï21¿­ 6
1Ãþ,Cºí·Ï,21,7,1Ãþ Cºí·Ï21¿­ 7
1Ãþ,Cºí·Ï,21,8,1Ãþ Cºí·Ï21¿­ 8
1Ãþ,Cºí·Ï,21,9,1Ãþ Cºí·Ï21¿­ 9
1Ãþ,Cºí·Ï,21,10,1Ãþ Cºí·Ï21¿­ 10
1Ãþ,Cºí·Ï,21,11,1Ãþ Cºí·Ï21¿­ 11
1Ãþ,Cºí·Ï,21,12,1Ãþ Cºí·Ï21¿­ 12
1Ãþ,Cºí·Ï,21,13,1Ãþ Cºí·Ï21¿­ 13
1Ãþ,Cºí·Ï,21,14,1Ãþ Cºí·Ï21¿­ 14
1Ãþ,Cºí·Ï,21,15,1Ãþ Cºí·Ï21¿­ 15
1Ãþ,Cºí·Ï,21,16,1Ãþ Cºí·Ï21¿­ 16
1Ãþ,Cºí·Ï,22,1,1Ãþ Cºí·Ï22¿­ 1
2Ãþ,Cºí·Ï,22,2,1Ãþ Cºí·Ï22¿­ 2
3Ãþ,Cºí·Ï,22,3,1Ãþ Cºí·Ï22¿­ 3
4Ãþ,Cºí·Ï,22,4,1Ãþ Cºí·Ï22¿­ 4
5Ãþ,Cºí·Ï,22,5,1Ãþ Cºí·Ï22¿­ 5
6Ãþ,Cºí·Ï,22,6,1Ãþ Cºí·Ï22¿­ 6
7Ãþ,Cºí·Ï,22,7,1Ãþ Cºí·Ï22¿­ 7
8Ãþ,Cºí·Ï,22,8,1Ãþ Cºí·Ï22¿­ 8
1Ãþ,Dºí·Ï,1,1,1Ãþ Dºí·Ï1¿­ 1
1Ãþ,Dºí·Ï,1,2,1Ãþ Dºí·Ï1¿­ 2
1Ãþ,Dºí·Ï,1,3,1Ãþ Dºí·Ï1¿­ 3
1Ãþ,Dºí·Ï,1,4,1Ãþ Dºí·Ï1¿­ 4
1Ãþ,Dºí·Ï,1,5,1Ãþ Dºí·Ï1¿­ 5
1Ãþ,Dºí·Ï,1,6,1Ãþ Dºí·Ï1¿­ 6
1Ãþ,Dºí·Ï,1,7,1Ãþ Dºí·Ï1¿­ 7
1Ãþ,Dºí·Ï,1,8,1Ãþ Dºí·Ï1¿­ 8
1Ãþ,Dºí·Ï,1,9,1Ãþ Dºí·Ï1¿­ 9
1Ãþ,Dºí·Ï,2,1,1Ãþ Dºí·Ï2¿­ 1
1Ãþ,Dºí·Ï,2,2,1Ãþ Dºí·Ï2¿­ 2
1Ãþ,Dºí·Ï,2,3,1Ãþ Dºí·Ï2¿­ 3
1Ãþ,Dºí·Ï,2,4,1Ãþ Dºí·Ï2¿­ 4
1Ãþ,Dºí·Ï,2,5,1Ãþ Dºí·Ï2¿­ 5
1Ãþ,Dºí·Ï,2,6,1Ãþ Dºí·Ï2¿­ 6
1Ãþ,Dºí·Ï,2,7,1Ãþ Dºí·Ï2¿­ 7
1Ãþ,Dºí·Ï,2,8,1Ãþ Dºí·Ï2¿­ 8
1Ãþ,Dºí·Ï,2,9,1Ãþ Dºí·Ï2¿­ 9
1Ãþ,Dºí·Ï,2,10,1Ãþ Dºí·Ï2¿­ 10
1Ãþ,Dºí·Ï,3,1,1Ãþ Dºí·Ï3¿­ 1
1Ãþ,Dºí·Ï,3,2,1Ãþ Dºí·Ï3¿­ 2
1Ãþ,Dºí·Ï,3,3,1Ãþ Dºí·Ï3¿­ 3
1Ãþ,Dºí·Ï,3,4,1Ãþ Dºí·Ï3¿­ 4
1Ãþ,Dºí·Ï,3,5,1Ãþ Dºí·Ï3¿­ 5
1Ãþ,Dºí·Ï,3,6,1Ãþ Dºí·Ï3¿­ 6
1Ãþ,Dºí·Ï,3,7,1Ãþ Dºí·Ï3¿­ 7
1Ãþ,Dºí·Ï,3,8,1Ãþ Dºí·Ï3¿­ 8
1Ãþ,Dºí·Ï,3,9,1Ãþ Dºí·Ï3¿­ 9
1Ãþ,Dºí·Ï,3,10,1Ãþ Dºí·Ï3¿­ 10
1Ãþ,Dºí·Ï,4,1,1Ãþ Dºí·Ï4¿­ 1
1Ãþ,Dºí·Ï,4,2,1Ãþ Dºí·Ï4¿­ 2
1Ãþ,Dºí·Ï,4,3,1Ãþ Dºí·Ï4¿­ 3
1Ãþ,Dºí·Ï,4,4,1Ãþ Dºí·Ï4¿­ 4
1Ãþ,Dºí·Ï,4,5,1Ãþ Dºí·Ï4¿­ 5
1Ãþ,Dºí·Ï,4,6,1Ãþ Dºí·Ï4¿­ 6
1Ãþ,Dºí·Ï,4,7,1Ãþ Dºí·Ï4¿­ 7
1Ãþ,Dºí·Ï,4,8,1Ãþ Dºí·Ï4¿­ 8
1Ãþ,Dºí·Ï,4,9,1Ãþ Dºí·Ï4¿­ 9
1Ãþ,Dºí·Ï,4,10,1Ãþ Dºí·Ï4¿­ 10
1Ãþ,Dºí·Ï,5,1,1Ãþ Dºí·Ï5¿­ 1
1Ãþ,Dºí·Ï,5,2,1Ãþ Dºí·Ï5¿­ 2
1Ãþ,Dºí·Ï,5,3,1Ãþ Dºí·Ï5¿­ 3
1Ãþ,Dºí·Ï,5,4,1Ãþ Dºí·Ï5¿­ 4
1Ãþ,Dºí·Ï,5,5,1Ãþ Dºí·Ï5¿­ 5
1Ãþ,Dºí·Ï,5,6,1Ãþ Dºí·Ï5¿­ 6
1Ãþ,Dºí·Ï,5,7,1Ãþ Dºí·Ï5¿­ 7
1Ãþ,Dºí·Ï,5,8,1Ãþ Dºí·Ï5¿­ 8
1Ãþ,Dºí·Ï,5,9,1Ãþ Dºí·Ï5¿­ 9
1Ãþ,Dºí·Ï,5,10,1Ãþ Dºí·Ï5¿­ 10
1Ãþ,Dºí·Ï,6,1,1Ãþ Dºí·Ï6¿­ 1
1Ãþ,Dºí·Ï,6,2,1Ãþ Dºí·Ï6¿­ 2
1Ãþ,Dºí·Ï,6,3,1Ãþ Dºí·Ï6¿­ 3
1Ãþ,Dºí·Ï,6,4,1Ãþ Dºí·Ï6¿­ 4
1Ãþ,Dºí·Ï,6,5,1Ãþ Dºí·Ï6¿­ 5
1Ãþ,Dºí·Ï,6,6,1Ãþ Dºí·Ï6¿­ 6
1Ãþ,Dºí·Ï,6,7,1Ãþ Dºí·Ï6¿­ 7
1Ãþ,Dºí·Ï,6,8,1Ãþ Dºí·Ï6¿­ 8
1Ãþ,Dºí·Ï,6,9,1Ãþ Dºí·Ï6¿­ 9
1Ãþ,Dºí·Ï,6,10,1Ãþ Dºí·Ï6¿­ 10
1Ãþ,Dºí·Ï,6,11,1Ãþ Dºí·Ï6¿­ 11
1Ãþ,Dºí·Ï,7,1,1Ãþ Dºí·Ï7¿­ 1
1Ãþ,Dºí·Ï,7,2,1Ãþ Dºí·Ï7¿­ 2
1Ãþ,Dºí·Ï,7,3,1Ãþ Dºí·Ï7¿­ 3
1Ãþ,Dºí·Ï,7,4,1Ãþ Dºí·Ï7¿­ 4
1Ãþ,Dºí·Ï,7,5,1Ãþ Dºí·Ï7¿­ 5
1Ãþ,Dºí·Ï,7,6,1Ãþ Dºí·Ï7¿­ 6
1Ãþ,Dºí·Ï,7,7,1Ãþ Dºí·Ï7¿­ 7
1Ãþ,Dºí·Ï,7,8,1Ãþ Dºí·Ï7¿­ 8
1Ãþ,Dºí·Ï,7,9,1Ãþ Dºí·Ï7¿­ 9
1Ãþ,Dºí·Ï,7,10,1Ãþ Dºí·Ï7¿­ 10
1Ãþ,Dºí·Ï,7,11,1Ãþ Dºí·Ï7¿­ 11
1Ãþ,Dºí·Ï,8,1,1Ãþ Dºí·Ï8¿­ 1
1Ãþ,Dºí·Ï,8,2,1Ãþ Dºí·Ï8¿­ 2
1Ãþ,Dºí·Ï,8,3,1Ãþ Dºí·Ï8¿­ 3
1Ãþ,Dºí·Ï,8,4,1Ãþ Dºí·Ï8¿­ 4
1Ãþ,Dºí·Ï,8,5,1Ãþ Dºí·Ï8¿­ 5
1Ãþ,Dºí·Ï,8,6,1Ãþ Dºí·Ï8¿­ 6
1Ãþ,Dºí·Ï,8,7,1Ãþ Dºí·Ï8¿­ 7
1Ãþ,Dºí·Ï,8,8,1Ãþ Dºí·Ï8¿­ 8
1Ãþ,Dºí·Ï,8,9,1Ãþ Dºí·Ï8¿­ 9
1Ãþ,Dºí·Ï,8,10,1Ãþ Dºí·Ï8¿­ 10
1Ãþ,Dºí·Ï,8,11,1Ãþ Dºí·Ï8¿­ 11
1Ãþ,Dºí·Ï,9,1,1Ãþ Dºí·Ï9¿­ 1
1Ãþ,Dºí·Ï,9,2,1Ãþ Dºí·Ï9¿­ 2
1Ãþ,Dºí·Ï,9,3,1Ãþ Dºí·Ï9¿­ 3
1Ãþ,Dºí·Ï,9,4,1Ãþ Dºí·Ï9¿­ 4
1Ãþ,Dºí·Ï,9,5,1Ãþ Dºí·Ï9¿­ 5
1Ãþ,Dºí·Ï,9,6,1Ãþ Dºí·Ï9¿­ 6
1Ãþ,Dºí·Ï,9,7,1Ãþ Dºí·Ï9¿­ 7
1Ãþ,Dºí·Ï,9,8,1Ãþ Dºí·Ï9¿­ 8
1Ãþ,Dºí·Ï,9,9,1Ãþ Dºí·Ï9¿­ 9
1Ãþ,Dºí·Ï,9,10,1Ãþ Dºí·Ï9¿­ 10
1Ãþ,Dºí·Ï,9,11,1Ãþ Dºí·Ï9¿­ 11
1Ãþ,Dºí·Ï,10,1,1Ãþ Dºí·Ï10¿­ 1
1Ãþ,Dºí·Ï,10,2,1Ãþ Dºí·Ï10¿­ 2
1Ãþ,Dºí·Ï,10,3,1Ãþ Dºí·Ï10¿­ 3
1Ãþ,Dºí·Ï,10,4,1Ãþ Dºí·Ï10¿­ 4
1Ãþ,Dºí·Ï,10,5,1Ãþ Dºí·Ï10¿­ 5
1Ãþ,Dºí·Ï,10,6,1Ãþ Dºí·Ï10¿­ 6
1Ãþ,Dºí·Ï,10,7,1Ãþ Dºí·Ï10¿­ 7
1Ãþ,Dºí·Ï,10,8,1Ãþ Dºí·Ï10¿­ 8
1Ãþ,Dºí·Ï,10,9,1Ãþ Dºí·Ï10¿­ 9
1Ãþ,Dºí·Ï,10,10,1Ãþ Dºí·Ï10¿­ 10
1Ãþ,Dºí·Ï,10,11,1Ãþ Dºí·Ï10¿­ 11
1Ãþ,Dºí·Ï,11,1,1Ãþ Dºí·Ï11¿­ 1
1Ãþ,Dºí·Ï,11,2,1Ãþ Dºí·Ï11¿­ 2
1Ãþ,Dºí·Ï,11,3,1Ãþ Dºí·Ï11¿­ 3
1Ãþ,Dºí·Ï,11,4,1Ãþ Dºí·Ï11¿­ 4
1Ãþ,Dºí·Ï,11,5,1Ãþ Dºí·Ï11¿­ 5
1Ãþ,Dºí·Ï,11,6,1Ãþ Dºí·Ï11¿­ 6
1Ãþ,Dºí·Ï,11,7,1Ãþ Dºí·Ï11¿­ 7
1Ãþ,Dºí·Ï,11,8,1Ãþ Dºí·Ï11¿­ 8
1Ãþ,Dºí·Ï,11,9,1Ãþ Dºí·Ï11¿­ 9
1Ãþ,Dºí·Ï,11,10,1Ãþ Dºí·Ï11¿­ 10
1Ãþ,Dºí·Ï,11,11,1Ãþ Dºí·Ï11¿­ 11
1Ãþ,Dºí·Ï,11,12,1Ãþ Dºí·Ï11¿­ 12
1Ãþ,Dºí·Ï,12,1,1Ãþ Dºí·Ï12¿­ 1
1Ãþ,Dºí·Ï,12,2,1Ãþ Dºí·Ï12¿­ 2
1Ãþ,Dºí·Ï,12,3,1Ãþ Dºí·Ï12¿­ 3
1Ãþ,Dºí·Ï,12,4,1Ãþ Dºí·Ï12¿­ 4
1Ãþ,Dºí·Ï,12,5,1Ãþ Dºí·Ï12¿­ 5
1Ãþ,Dºí·Ï,12,6,1Ãþ Dºí·Ï12¿­ 6
1Ãþ,Dºí·Ï,12,7,1Ãþ Dºí·Ï12¿­ 7
1Ãþ,Dºí·Ï,12,8,1Ãþ Dºí·Ï12¿­ 8
1Ãþ,Dºí·Ï,12,9,1Ãþ Dºí·Ï12¿­ 9
1Ãþ,Dºí·Ï,12,10,1Ãþ Dºí·Ï12¿­ 10
1Ãþ,Dºí·Ï,12,11,1Ãþ Dºí·Ï12¿­ 11
1Ãþ,Dºí·Ï,12,12,1Ãþ Dºí·Ï12¿­ 12
1Ãþ,Dºí·Ï,13,1,1Ãþ Dºí·Ï13¿­ 1
1Ãþ,Dºí·Ï,13,2,1Ãþ Dºí·Ï13¿­ 2
1Ãþ,Dºí·Ï,13,3,1Ãþ Dºí·Ï13¿­ 3
1Ãþ,Dºí·Ï,13,4,1Ãþ Dºí·Ï13¿­ 4
1Ãþ,Dºí·Ï,13,5,1Ãþ Dºí·Ï13¿­ 5
1Ãþ,Dºí·Ï,13,6,1Ãþ Dºí·Ï13¿­ 6
1Ãþ,Dºí·Ï,13,7,1Ãþ Dºí·Ï13¿­ 7
1Ãþ,Dºí·Ï,13,8,1Ãþ Dºí·Ï13¿­ 8
1Ãþ,Dºí·Ï,13,9,1Ãþ Dºí·Ï13¿­ 9
1Ãþ,Dºí·Ï,13,10,1Ãþ Dºí·Ï13¿­ 10
1Ãþ,Dºí·Ï,13,11,1Ãþ Dºí·Ï13¿­ 11
1Ãþ,Dºí·Ï,13,12,1Ãþ Dºí·Ï13¿­ 12
1Ãþ,Dºí·Ï,14,1,1Ãþ Dºí·Ï14¿­ 1
1Ãþ,Dºí·Ï,14,2,1Ãþ Dºí·Ï14¿­ 2
1Ãþ,Dºí·Ï,14,3,1Ãþ Dºí·Ï14¿­ 3
1Ãþ,Dºí·Ï,14,4,1Ãþ Dºí·Ï14¿­ 4
1Ãþ,Dºí·Ï,14,5,1Ãþ Dºí·Ï14¿­ 5
1Ãþ,Dºí·Ï,14,6,1Ãþ Dºí·Ï14¿­ 6
1Ãþ,Dºí·Ï,14,7,1Ãþ Dºí·Ï14¿­ 7
1Ãþ,Dºí·Ï,14,8,1Ãþ Dºí·Ï14¿­ 8
1Ãþ,Dºí·Ï,14,9,1Ãþ Dºí·Ï14¿­ 9
1Ãþ,Dºí·Ï,14,10,1Ãþ Dºí·Ï14¿­ 10
1Ãþ,Dºí·Ï,14,11,1Ãþ Dºí·Ï14¿­ 11
1Ãþ,Dºí·Ï,14,12,1Ãþ Dºí·Ï14¿­ 12
1Ãþ,Dºí·Ï,15,1,1Ãþ Dºí·Ï15¿­ 1
1Ãþ,Dºí·Ï,15,2,1Ãþ Dºí·Ï15¿­ 2
1Ãþ,Dºí·Ï,15,3,1Ãþ Dºí·Ï15¿­ 3
1Ãþ,Dºí·Ï,15,4,1Ãþ Dºí·Ï15¿­ 4
1Ãþ,Dºí·Ï,15,5,1Ãþ Dºí·Ï15¿­ 5
1Ãþ,Dºí·Ï,15,6,1Ãþ Dºí·Ï15¿­ 6
1Ãþ,Dºí·Ï,15,7,1Ãþ Dºí·Ï15¿­ 7
1Ãþ,Dºí·Ï,15,8,1Ãþ Dºí·Ï15¿­ 8
1Ãþ,Dºí·Ï,15,9,1Ãþ Dºí·Ï15¿­ 9
1Ãþ,Dºí·Ï,15,10,1Ãþ Dºí·Ï15¿­ 10
1Ãþ,Dºí·Ï,15,11,1Ãþ Dºí·Ï15¿­ 11
1Ãþ,Dºí·Ï,15,12,1Ãþ Dºí·Ï15¿­ 12
1Ãþ,Dºí·Ï,15,13,1Ãþ Dºí·Ï15¿­ 13
1Ãþ,Dºí·Ï,16,1,1Ãþ Dºí·Ï16¿­ 1
1Ãþ,Dºí·Ï,16,2,1Ãþ Dºí·Ï16¿­ 2
1Ãþ,Dºí·Ï,16,3,1Ãþ Dºí·Ï16¿­ 3
1Ãþ,Dºí·Ï,16,4,1Ãþ Dºí·Ï16¿­ 4
1Ãþ,Dºí·Ï,16,5,1Ãþ Dºí·Ï16¿­ 5
1Ãþ,Dºí·Ï,16,6,1Ãþ Dºí·Ï16¿­ 6
1Ãþ,Dºí·Ï,16,7,1Ãþ Dºí·Ï16¿­ 7
1Ãþ,Dºí·Ï,16,8,1Ãþ Dºí·Ï16¿­ 8
1Ãþ,Dºí·Ï,16,9,1Ãþ Dºí·Ï16¿­ 9
1Ãþ,Dºí·Ï,16,10,1Ãþ Dºí·Ï16¿­ 10
1Ãþ,Dºí·Ï,16,11,1Ãþ Dºí·Ï16¿­ 11
1Ãþ,Dºí·Ï,16,12,1Ãþ Dºí·Ï16¿­ 12
1Ãþ,Dºí·Ï,16,13,1Ãþ Dºí·Ï16¿­ 13
1Ãþ,Dºí·Ï,17,1,1Ãþ Dºí·Ï17¿­ 1
1Ãþ,Dºí·Ï,17,2,1Ãþ Dºí·Ï17¿­ 2
1Ãþ,Dºí·Ï,17,3,1Ãþ Dºí·Ï17¿­ 3
1Ãþ,Dºí·Ï,17,4,1Ãþ Dºí·Ï17¿­ 4
1Ãþ,Dºí·Ï,17,5,1Ãþ Dºí·Ï17¿­ 5
1Ãþ,Dºí·Ï,17,6,1Ãþ Dºí·Ï17¿­ 6
1Ãþ,Dºí·Ï,17,7,1Ãþ Dºí·Ï17¿­ 7
1Ãþ,Dºí·Ï,17,8,1Ãþ Dºí·Ï17¿­ 8
1Ãþ,Dºí·Ï,17,9,1Ãþ Dºí·Ï17¿­ 9
1Ãþ,Dºí·Ï,17,10,1Ãþ Dºí·Ï17¿­ 10
1Ãþ,Dºí·Ï,17,11,1Ãþ Dºí·Ï17¿­ 11
1Ãþ,Dºí·Ï,17,12,1Ãþ Dºí·Ï17¿­ 12
1Ãþ,Dºí·Ï,17,13,1Ãþ Dºí·Ï17¿­ 13
1Ãþ,Dºí·Ï,18,1,1Ãþ Dºí·Ï18¿­ 1
1Ãþ,Dºí·Ï,18,2,1Ãþ Dºí·Ï18¿­ 2
1Ãþ,Dºí·Ï,18,3,1Ãþ Dºí·Ï18¿­ 3
1Ãþ,Dºí·Ï,18,4,1Ãþ Dºí·Ï18¿­ 4
1Ãþ,Dºí·Ï,18,5,1Ãþ Dºí·Ï18¿­ 5
1Ãþ,Dºí·Ï,18,6,1Ãþ Dºí·Ï18¿­ 6
1Ãþ,Dºí·Ï,18,7,1Ãþ Dºí·Ï18¿­ 7
1Ãþ,Dºí·Ï,18,8,1Ãþ Dºí·Ï18¿­ 8
1Ãþ,Dºí·Ï,18,9,1Ãþ Dºí·Ï18¿­ 9
1Ãþ,Dºí·Ï,18,10,1Ãþ Dºí·Ï18¿­ 10
1Ãþ,Dºí·Ï,18,11,1Ãþ Dºí·Ï18¿­ 11
1Ãþ,Dºí·Ï,18,12,1Ãþ Dºí·Ï18¿­ 12
1Ãþ,Dºí·Ï,18,13,1Ãþ Dºí·Ï18¿­ 13
1Ãþ,Dºí·Ï,19,1,1Ãþ Dºí·Ï19¿­ 1
1Ãþ,Dºí·Ï,19,2,1Ãþ Dºí·Ï19¿­ 2
1Ãþ,Dºí·Ï,19,3,1Ãþ Dºí·Ï19¿­ 3
1Ãþ,Dºí·Ï,19,4,1Ãþ Dºí·Ï19¿­ 4
1Ãþ,Dºí·Ï,19,5,1Ãþ Dºí·Ï19¿­ 5
1Ãþ,Dºí·Ï,19,6,1Ãþ Dºí·Ï19¿­ 6
1Ãþ,Dºí·Ï,19,7,1Ãþ Dºí·Ï19¿­ 7
1Ãþ,Dºí·Ï,19,8,1Ãþ Dºí·Ï19¿­ 8
1Ãþ,Dºí·Ï,19,9,1Ãþ Dºí·Ï19¿­ 9
1Ãþ,Dºí·Ï,19,10,1Ãþ Dºí·Ï19¿­ 10
1Ãþ,Dºí·Ï,19,11,1Ãþ Dºí·Ï19¿­ 11
1Ãþ,Dºí·Ï,19,12,1Ãþ Dºí·Ï19¿­ 12
1Ãþ,Dºí·Ï,19,13,1Ãþ Dºí·Ï19¿­ 13
1Ãþ,Dºí·Ï,19,14,1Ãþ Dºí·Ï19¿­ 14
1Ãþ,Dºí·Ï,20,1,1Ãþ Dºí·Ï20¿­ 1
1Ãþ,Dºí·Ï,20,2,1Ãþ Dºí·Ï20¿­ 2
1Ãþ,Dºí·Ï,20,3,1Ãþ Dºí·Ï20¿­ 3
1Ãþ,Dºí·Ï,20,4,1Ãþ Dºí·Ï20¿­ 4
1Ãþ,Dºí·Ï,20,5,1Ãþ Dºí·Ï20¿­ 5
1Ãþ,Dºí·Ï,20,6,1Ãþ Dºí·Ï20¿­ 6
1Ãþ,Dºí·Ï,20,7,1Ãþ Dºí·Ï20¿­ 7
1Ãþ,Dºí·Ï,20,8,1Ãþ Dºí·Ï20¿­ 8
1Ãþ,Dºí·Ï,20,9,1Ãþ Dºí·Ï20¿­ 9
1Ãþ,Dºí·Ï,20,10,1Ãþ Dºí·Ï20¿­ 10
1Ãþ,Dºí·Ï,20,11,1Ãþ Dºí·Ï20¿­ 11
1Ãþ,Dºí·Ï,20,12,1Ãþ Dºí·Ï20¿­ 12
1Ãþ,Dºí·Ï,20,13,1Ãþ Dºí·Ï20¿­ 13
